20240729-01:36:20 Train Epoch: 70/80 ...
20240729-01:36:30 training: 26624 / 105000
20240729-01:36:31 training: 27136 / 105000
20240729-01:36:31 training: 27648 / 105000
20240729-01:36:31 training: 28160 / 105000
20240729-01:36:31 training: 28672 / 105000
20240729-01:36:31 training: 29184 / 105000
20240729-01:36:32 training: 29696 / 105000
20240729-01:36:32 training: 30208 / 105000
20240729-01:36:32 training: 30720 / 105000
20240729-01:36:32 training: 31232 / 105000
20240729-01:36:32 training: 31744 / 105000
20240729-01:36:32 training: 32256 / 105000
20240729-01:36:33 training: 32768 / 105000
20240729-01:36:33 training: 33280 / 105000
20240729-01:36:33 training: 33792 / 105000
20240729-01:36:33 training: 34304 / 105000
20240729-01:36:33 training: 34816 / 105000
20240729-01:36:34 training: 35328 / 105000
20240729-01:36:34 training: 35840 / 105000
20240729-01:36:34 training: 36352 / 105000
20240729-01:36:34 training: 36864 / 105000
20240729-01:36:34 training: 37376 / 105000
20240729-01:36:35 training: 37888 / 105000
20240729-01:36:35 training: 38400 / 105000
20240729-01:36:35 training: 38912 / 105000
20240729-01:36:35 training: 39424 / 105000
20240729-01:36:35 training: 39936 / 105000
20240729-01:36:35 training: 40448 / 105000
20240729-01:36:36 training: 40960 / 105000
20240729-01:36:36 training: 41472 / 105000
20240729-01:36:36 training: 41984 / 105000
20240729-01:36:36 training: 42496 / 105000
20240729-01:36:36 training: 43008 / 105000
20240729-01:36:37 training: 43520 / 105000
20240729-01:36:37 training: 44032 / 105000
20240729-01:36:37 training: 44544 / 105000
20240729-01:36:37 training: 45056 / 105000
20240729-01:36:37 training: 45568 / 105000
20240729-01:36:37 training: 46080 / 105000
20240729-01:36:38 training: 46592 / 105000
20240729-01:36:38 training: 47104 / 105000
20240729-01:36:38 training: 47616 / 105000
20240729-01:36:38 training: 48128 / 105000
20240729-01:36:38 training: 48640 / 105000
20240729-01:36:39 training: 49152 / 105000
20240729-01:36:39 training: 49664 / 105000
20240729-01:36:39 training: 50176 / 105000
20240729-01:36:39 training: 50688 / 105000
20240729-01:36:39 training: 51200 / 105000
20240729-01:36:39 training: 51712 / 105000
20240729-01:36:40 training: 52224 / 105000
20240729-01:36:40 training: 52736 / 105000
20240729-01:36:40 training: 53248 / 105000
20240729-01:36:40 training: 53760 / 105000
20240729-01:36:40 training: 54272 / 105000
20240729-01:36:41 training: 54784 / 105000
20240729-01:36:41 training: 55296 / 105000
20240729-01:36:41 training: 55808 / 105000
20240729-01:36:41 training: 56320 / 105000
20240729-01:36:41 training: 56832 / 105000
20240729-01:36:41 training: 57344 / 105000
20240729-01:36:42 training: 57856 / 105000
20240729-01:36:42 training: 58368 / 105000
20240729-01:36:42 training: 58880 / 105000
20240729-01:36:42 training: 59392 / 105000
20240729-01:36:42 training: 59904 / 105000
20240729-01:36:43 training: 60416 / 105000
20240729-01:36:43 training: 60928 / 105000
20240729-01:36:43 training: 61440 / 105000
20240729-01:36:43 training: 61952 / 105000
20240729-01:36:43 training: 62464 / 105000
20240729-01:36:44 training: 62976 / 105000
20240729-01:36:44 training: 63488 / 105000
20240729-01:36:44 training: 64000 / 105000
20240729-01:36:44 training: 64512 / 105000
20240729-01:36:44 training: 65024 / 105000
20240729-01:36:44 training: 65536 / 105000
20240729-01:36:45 training: 66048 / 105000
20240729-01:36:45 training: 66560 / 105000
20240729-01:36:45 training: 67072 / 105000
20240729-01:36:45 training: 67584 / 105000
20240729-01:36:45 training: 68096 / 105000
20240729-01:36:46 training: 68608 / 105000
20240729-01:36:46 training: 69120 / 105000
20240729-01:36:46 training: 69632 / 105000
20240729-01:36:46 training: 70144 / 105000
20240729-01:36:46 training: 70656 / 105000
20240729-01:36:46 training: 71168 / 105000
20240729-01:36:47 training: 71680 / 105000
20240729-01:36:47 training: 72192 / 105000
20240729-01:36:47 training: 72704 / 105000
20240729-01:36:47 training: 73216 / 105000
20240729-01:36:47 training: 73728 / 105000
20240729-01:36:48 training: 74240 / 105000
20240729-01:36:48 training: 74752 / 105000
20240729-01:36:48 training: 75264 / 105000
20240729-01:36:48 training: 75776 / 105000
20240729-01:36:48 training: 76288 / 105000
20240729-01:36:48 training: 76800 / 105000
20240729-01:36:49 training: 77312 / 105000
20240729-01:36:49 training: 77824 / 105000
20240729-01:36:49 training: 78336 / 105000
20240729-01:36:49 training: 78848 / 105000
20240729-01:36:49 training: 79360 / 105000
20240729-01:36:50 training: 79872 / 105000
20240729-01:36:50 training: 80384 / 105000
20240729-01:36:50 training: 80896 / 105000
20240729-01:36:50 training: 81408 / 105000
20240729-01:36:50 training: 81920 / 105000
20240729-01:36:50 training: 82432 / 105000
20240729-01:36:51 training: 82944 / 105000
20240729-01:36:51 training: 83456 / 105000
20240729-01:36:51 training: 83968 / 105000
20240729-01:36:51 training: 84480 / 105000
20240729-01:36:51 training: 84992 / 105000
20240729-01:36:52 training: 85504 / 105000
20240729-01:36:52 training: 86016 / 105000
20240729-01:36:52 training: 86528 / 105000
20240729-01:36:52 training: 87040 / 105000
20240729-01:36:52 training: 87552 / 105000
20240729-01:36:52 training: 88064 / 105000
20240729-01:36:53 training: 88576 / 105000
20240729-01:36:53 training: 89088 / 105000
20240729-01:36:53 training: 89600 / 105000
20240729-01:36:53 training: 90112 / 105000
20240729-01:36:53 training: 90624 / 105000
20240729-01:36:54 training: 91136 / 105000
20240729-01:36:54 training: 91648 / 105000
20240729-01:36:54 training: 92160 / 105000
20240729-01:36:54 training: 92672 / 105000
20240729-01:36:54 training: 93184 / 105000
20240729-01:36:54 training: 93696 / 105000
20240729-01:36:55 training: 94208 / 105000
20240729-01:36:55 training: 94720 / 105000
20240729-01:36:55 training: 95232 / 105000
20240729-01:36:55 training: 95744 / 105000
20240729-01:36:55 training: 96256 / 105000
20240729-01:36:56 training: 96768 / 105000
20240729-01:36:56 training: 97280 / 105000
20240729-01:36:56 training: 97792 / 105000
20240729-01:36:56 training: 98304 / 105000
20240729-01:36:56 training: 98816 / 105000
20240729-01:36:56 training: 99328 / 105000
20240729-01:36:57 training: 99840 / 105000
20240729-01:36:57 training: 100352 / 105000
20240729-01:36:57 training: 100864 / 105000
20240729-01:36:57 training: 101376 / 105000
20240729-01:36:57 training: 101888 / 105000
20240729-01:36:58 training: 102400 / 105000
20240729-01:36:58 training: 102912 / 105000
20240729-01:36:58 training: 103424 / 105000
20240729-01:36:58 training: 103936 / 105000
20240729-01:36:58 training: 104448 / 105000
20240729-01:36:59 training: 104960 / 105000
20240729-01:36:59 training: 105000 / 105000
20240729-01:36:59     total_loss: 20.4056 time: 0m 39s
20240729-01:36:59 Test Epoch: 70 ...
20240729-01:37:22     ave: 99.1833
20240729-01:37:22 Saving checkpoint: 70
20240729-01:37:22 Train Epoch: 71/80 ...
20240729-01:37:23 training: 512 / 105000
20240729-01:37:23 training: 1024 / 105000
20240729-01:37:24 training: 1536 / 105000
20240729-01:37:24 training: 2048 / 105000
20240729-01:37:24 training: 2560 / 105000
20240729-01:37:24 training: 3072 / 105000
20240729-01:37:24 training: 3584 / 105000
20240729-01:37:25 training: 4096 / 105000
20240729-01:37:25 training: 4608 / 105000
20240729-01:37:25 training: 5120 / 105000
20240729-01:37:25 training: 5632 / 105000
20240729-01:37:25 training: 6144 / 105000
20240729-01:37:25 training: 6656 / 105000
20240729-01:37:26 training: 7168 / 105000
20240729-01:37:26 training: 7680 / 105000
20240729-01:37:26 training: 8192 / 105000
20240729-01:37:26 training: 8704 / 105000
20240729-01:37:26 training: 9216 / 105000
20240729-01:37:26 training: 9728 / 105000
20240729-01:37:27 training: 10240 / 105000
20240729-01:37:27 training: 10752 / 105000
20240729-01:37:27 training: 11264 / 105000
20240729-01:37:27 training: 11776 / 105000
20240729-01:37:27 training: 12288 / 105000
20240729-01:37:28 training: 12800 / 105000
20240729-01:37:28 training: 13312 / 105000
20240729-01:37:28 training: 13824 / 105000
20240729-01:37:28 training: 14336 / 105000
20240729-01:37:28 training: 14848 / 105000
20240729-01:37:28 training: 15360 / 105000
20240729-01:37:29 training: 15872 / 105000
20240729-01:37:29 training: 16384 / 105000
20240729-01:37:29 training: 16896 / 105000
20240729-01:37:29 training: 17408 / 105000
20240729-01:37:29 training: 17920 / 105000
20240729-01:37:30 training: 18432 / 105000
20240729-01:37:30 training: 18944 / 105000
20240729-01:37:30 training: 19456 / 105000
20240729-01:37:30 training: 19968 / 105000
20240729-01:37:30 training: 20480 / 105000
20240729-01:37:30 training: 20992 / 105000
20240729-01:37:31 training: 21504 / 105000
20240729-01:37:31 training: 22016 / 105000
20240729-01:37:31 training: 22528 / 105000
20240729-01:37:31 training: 23040 / 105000
20240729-01:37:31 training: 23552 / 105000
20240729-01:37:32 training: 24064 / 105000
20240729-01:37:32 training: 24576 / 105000
20240729-01:37:32 training: 25088 / 105000
20240729-01:37:32 training: 25600 / 105000
20240729-01:37:32 training: 26112 / 105000
20240729-01:37:32 training: 26624 / 105000
20240729-01:37:33 training: 27136 / 105000
20240729-01:37:33 training: 27648 / 105000
20240729-01:37:33 training: 28160 / 105000
20240729-01:37:33 training: 28672 / 105000
20240729-01:37:33 training: 29184 / 105000
20240729-01:37:34 training: 29696 / 105000
20240729-01:37:34 training: 30208 / 105000
20240729-01:37:34 training: 30720 / 105000
20240729-01:37:34 training: 31232 / 105000
20240729-01:37:34 training: 31744 / 105000
20240729-01:37:34 training: 32256 / 105000
20240729-01:37:35 training: 32768 / 105000
20240729-01:37:35 training: 33280 / 105000
20240729-01:37:35 training: 33792 / 105000
20240729-01:37:35 training: 34304 / 105000
20240729-01:37:35 training: 34816 / 105000
20240729-01:37:36 training: 35328 / 105000
20240729-01:37:36 training: 35840 / 105000
20240729-01:37:36 training: 36352 / 105000
20240729-01:37:36 training: 36864 / 105000
20240729-01:37:36 training: 37376 / 105000
20240729-01:37:36 training: 37888 / 105000
20240729-01:37:37 training: 38400 / 105000
20240729-01:37:37 training: 38912 / 105000
20240729-01:37:37 training: 39424 / 105000
20240729-01:37:37 training: 39936 / 105000
20240729-01:37:37 training: 40448 / 105000
20240729-01:37:38 training: 40960 / 105000
20240729-01:37:38 training: 41472 / 105000
20240729-01:37:38 training: 41984 / 105000
20240729-01:37:38 training: 42496 / 105000
20240729-01:37:38 training: 43008 / 105000
20240729-01:37:38 training: 43520 / 105000
20240729-01:37:39 training: 44032 / 105000
20240729-01:37:39 training: 44544 / 105000
20240729-01:37:39 training: 45056 / 105000
20240729-01:37:39 training: 45568 / 105000
20240729-01:37:39 training: 46080 / 105000
20240729-01:37:40 training: 46592 / 105000
20240729-01:37:40 training: 47104 / 105000
20240729-01:37:40 training: 47616 / 105000
20240729-01:37:40 training: 48128 / 105000
20240729-01:37:40 training: 48640 / 105000
20240729-01:37:40 training: 49152 / 105000
20240729-01:37:41 training: 49664 / 105000
20240729-01:37:41 training: 50176 / 105000
20240729-01:37:41 training: 50688 / 105000
20240729-01:37:41 training: 51200 / 105000
20240729-01:37:41 training: 51712 / 105000
20240729-01:37:42 training: 52224 / 105000
20240729-01:37:42 training: 52736 / 105000
20240729-01:37:42 training: 53248 / 105000
20240729-01:37:42 training: 53760 / 105000
20240729-01:37:42 training: 54272 / 105000
20240729-01:37:42 training: 54784 / 105000
20240729-01:37:43 training: 55296 / 105000
20240729-01:37:43 training: 55808 / 105000
20240729-01:37:43 training: 56320 / 105000
20240729-01:37:43 training: 56832 / 105000
20240729-01:37:43 training: 57344 / 105000
20240729-01:37:44 training: 57856 / 105000
20240729-01:37:44 training: 58368 / 105000
20240729-01:37:44 training: 58880 / 105000
20240729-01:37:44 training: 59392 / 105000
20240729-01:37:44 training: 59904 / 105000
20240729-01:37:44 training: 60416 / 105000
20240729-01:37:45 training: 60928 / 105000
20240729-01:37:45 training: 61440 / 105000
20240729-01:37:45 training: 61952 / 105000
20240729-01:37:45 training: 62464 / 105000
20240729-01:37:45 training: 62976 / 105000
20240729-01:37:46 training: 63488 / 105000
20240729-01:37:46 training: 64000 / 105000
20240729-01:37:46 training: 64512 / 105000
20240729-01:37:46 training: 65024 / 105000
20240729-01:37:46 training: 65536 / 105000
20240729-01:37:46 training: 66048 / 105000
20240729-01:37:47 training: 66560 / 105000
20240729-01:37:47 training: 67072 / 105000
20240729-01:37:47 training: 67584 / 105000
20240729-01:37:47 training: 68096 / 105000
20240729-01:37:47 training: 68608 / 105000
20240729-01:37:48 training: 69120 / 105000
20240729-01:37:48 training: 69632 / 105000
20240729-01:37:48 training: 70144 / 105000
20240729-01:37:48 training: 70656 / 105000
20240729-01:37:48 training: 71168 / 105000
20240729-01:37:48 training: 71680 / 105000
20240729-01:37:49 training: 72192 / 105000
20240729-01:37:49 training: 72704 / 105000
20240729-01:37:49 training: 73216 / 105000
20240729-01:37:49 training: 73728 / 105000
20240729-01:37:49 training: 74240 / 105000
20240729-01:37:50 training: 74752 / 105000
20240729-01:37:50 training: 75264 / 105000
20240729-01:37:50 training: 75776 / 105000
20240729-01:37:50 training: 76288 / 105000
20240729-01:37:50 training: 76800 / 105000
20240729-01:37:51 training: 77312 / 105000
20240729-01:37:51 training: 77824 / 105000
20240729-01:37:51 training: 78336 / 105000
20240729-01:37:51 training: 78848 / 105000
20240729-01:37:51 training: 79360 / 105000
20240729-01:37:51 training: 79872 / 105000
20240729-01:37:52 training: 80384 / 105000
20240729-01:37:52 training: 80896 / 105000
20240729-01:37:52 training: 81408 / 105000
20240729-01:37:52 training: 81920 / 105000
20240729-01:37:52 training: 82432 / 105000
20240729-01:37:53 training: 82944 / 105000
20240729-01:37:53 training: 83456 / 105000
20240729-01:37:53 training: 83968 / 105000
20240729-01:37:53 training: 84480 / 105000
20240729-01:37:53 training: 84992 / 105000
20240729-01:37:53 training: 85504 / 105000
20240729-01:37:54 training: 86016 / 105000
20240729-01:37:54 training: 86528 / 105000
20240729-01:37:54 training: 87040 / 105000
20240729-01:37:54 training: 87552 / 105000
20240729-01:37:54 training: 88064 / 105000
20240729-01:37:55 training: 88576 / 105000
20240729-01:37:55 training: 89088 / 105000
20240729-01:37:55 training: 89600 / 105000
20240729-01:37:55 training: 90112 / 105000
20240729-01:37:55 training: 90624 / 105000
20240729-01:37:55 training: 91136 / 105000
20240729-01:37:56 training: 91648 / 105000
20240729-01:37:56 training: 92160 / 105000
20240729-01:37:56 training: 92672 / 105000
20240729-01:37:56 training: 93184 / 105000
20240729-01:37:56 training: 93696 / 105000
20240729-01:37:57 training: 94208 / 105000
20240729-01:37:57 training: 94720 / 105000
20240729-01:37:57 training: 95232 / 105000
20240729-01:37:57 training: 95744 / 105000
20240729-01:37:57 training: 96256 / 105000
20240729-01:37:57 training: 96768 / 105000
20240729-01:37:58 training: 97280 / 105000
20240729-01:37:58 training: 97792 / 105000
20240729-01:37:58 training: 98304 / 105000
20240729-01:37:58 training: 98816 / 105000
20240729-01:37:58 training: 99328 / 105000
20240729-01:37:59 training: 99840 / 105000
20240729-01:37:59 training: 100352 / 105000
20240729-01:37:59 training: 100864 / 105000
20240729-01:37:59 training: 101376 / 105000
20240729-01:37:59 training: 101888 / 105000
20240729-01:37:59 training: 102400 / 105000
20240729-01:38:00 training: 102912 / 105000
20240729-01:38:00 training: 103424 / 105000
20240729-01:38:00 training: 103936 / 105000
20240729-01:38:00 training: 104448 / 105000
20240729-01:38:00 training: 104960 / 105000
20240729-01:38:00 training: 105000 / 105000
20240729-01:38:00     total_loss: 12.9808 time: 0m 38s
20240729-01:38:00 Saving checkpoint: 71
20240729-01:38:01 Train Epoch: 72/80 ...
20240729-01:38:02 training: 512 / 105000
20240729-01:38:02 training: 1024 / 105000
20240729-01:38:02 training: 1536 / 105000
20240729-01:38:02 training: 2048 / 105000
20240729-01:38:02 training: 2560 / 105000
20240729-01:38:02 training: 3072 / 105000
20240729-01:38:03 training: 3584 / 105000
20240729-01:38:03 training: 4096 / 105000
20240729-01:38:03 training: 4608 / 105000
20240729-01:38:03 training: 5120 / 105000
20240729-01:38:03 training: 5632 / 105000
20240729-01:38:04 training: 6144 / 105000
20240729-01:38:04 training: 6656 / 105000
20240729-01:38:04 training: 7168 / 105000
20240729-01:38:04 training: 7680 / 105000
20240729-01:38:04 training: 8192 / 105000
20240729-01:38:04 training: 8704 / 105000
20240729-01:38:05 training: 9216 / 105000
20240729-01:38:05 training: 9728 / 105000
20240729-01:38:05 training: 10240 / 105000
20240729-01:38:05 training: 10752 / 105000
20240729-01:38:05 training: 11264 / 105000
20240729-01:38:06 training: 11776 / 105000
20240729-01:38:06 training: 12288 / 105000
20240729-01:38:06 training: 12800 / 105000
20240729-01:38:06 training: 13312 / 105000
20240729-01:38:06 training: 13824 / 105000
20240729-01:38:06 training: 14336 / 105000
20240729-01:38:07 training: 14848 / 105000
20240729-01:38:07 training: 15360 / 105000
20240729-01:38:07 training: 15872 / 105000
20240729-01:38:07 training: 16384 / 105000
20240729-01:38:07 training: 16896 / 105000
20240729-01:38:08 training: 17408 / 105000
20240729-01:38:08 training: 17920 / 105000
20240729-01:38:08 training: 18432 / 105000
20240729-01:38:08 training: 18944 / 105000
20240729-01:38:08 training: 19456 / 105000
20240729-01:38:08 training: 19968 / 105000
20240729-01:38:09 training: 20480 / 105000
20240729-01:38:09 training: 20992 / 105000
20240729-01:38:09 training: 21504 / 105000
20240729-01:38:09 training: 22016 / 105000
20240729-01:38:09 training: 22528 / 105000
20240729-01:38:10 training: 23040 / 105000
20240729-01:38:10 training: 23552 / 105000
20240729-01:38:10 training: 24064 / 105000
20240729-01:38:10 training: 24576 / 105000
20240729-01:38:10 training: 25088 / 105000
20240729-01:38:10 training: 25600 / 105000
20240729-01:38:11 training: 26112 / 105000
20240729-01:38:11 training: 26624 / 105000
20240729-01:38:11 training: 27136 / 105000
20240729-01:38:11 training: 27648 / 105000
20240729-01:38:11 training: 28160 / 105000
20240729-01:38:12 training: 28672 / 105000
20240729-01:38:12 training: 29184 / 105000
20240729-01:38:12 training: 29696 / 105000
20240729-01:38:12 training: 30208 / 105000
20240729-01:38:12 training: 30720 / 105000
20240729-01:38:12 training: 31232 / 105000
20240729-01:38:13 training: 31744 / 105000
20240729-01:38:13 training: 32256 / 105000
20240729-01:38:13 training: 32768 / 105000
20240729-01:38:13 training: 33280 / 105000
20240729-01:38:13 training: 33792 / 105000
20240729-01:38:14 training: 34304 / 105000
20240729-01:38:14 training: 34816 / 105000
20240729-01:38:14 training: 35328 / 105000
20240729-01:38:14 training: 35840 / 105000
20240729-01:38:14 training: 36352 / 105000
20240729-01:38:14 training: 36864 / 105000
20240729-01:38:15 training: 37376 / 105000
20240729-01:38:15 training: 37888 / 105000
20240729-01:38:15 training: 38400 / 105000
20240729-01:38:15 training: 38912 / 105000
20240729-01:38:15 training: 39424 / 105000
20240729-01:38:16 training: 39936 / 105000
20240729-01:38:16 training: 40448 / 105000
20240729-01:38:16 training: 40960 / 105000
20240729-01:38:16 training: 41472 / 105000
20240729-01:38:16 training: 41984 / 105000
20240729-01:38:16 training: 42496 / 105000
20240729-01:38:17 training: 43008 / 105000
20240729-01:38:17 training: 43520 / 105000
20240729-01:38:17 training: 44032 / 105000
20240729-01:38:17 training: 44544 / 105000
20240729-01:38:17 training: 45056 / 105000
20240729-01:38:18 training: 45568 / 105000
20240729-01:38:18 training: 46080 / 105000
20240729-01:38:18 training: 46592 / 105000
20240729-01:38:18 training: 47104 / 105000
20240729-01:38:18 training: 47616 / 105000
20240729-01:38:18 training: 48128 / 105000
20240729-01:38:19 training: 48640 / 105000
20240729-01:38:19 training: 49152 / 105000
20240729-01:38:19 training: 49664 / 105000
20240729-01:38:19 training: 50176 / 105000
20240729-01:38:19 training: 50688 / 105000
20240729-01:38:20 training: 51200 / 105000
20240729-01:38:20 training: 51712 / 105000
20240729-01:38:20 training: 52224 / 105000
20240729-01:38:20 training: 52736 / 105000
20240729-01:38:20 training: 53248 / 105000
20240729-01:38:20 training: 53760 / 105000
20240729-01:38:21 training: 54272 / 105000
20240729-01:38:21 training: 54784 / 105000
20240729-01:38:21 training: 55296 / 105000
20240729-01:38:21 training: 55808 / 105000
20240729-01:38:21 training: 56320 / 105000
20240729-01:38:22 training: 56832 / 105000
20240729-01:38:22 training: 57344 / 105000
20240729-01:38:22 training: 57856 / 105000
20240729-01:38:22 training: 58368 / 105000
20240729-01:38:22 training: 58880 / 105000
20240729-01:38:22 training: 59392 / 105000
20240729-01:38:23 training: 59904 / 105000
20240729-01:38:23 training: 60416 / 105000
20240729-01:38:23 training: 60928 / 105000
20240729-01:38:23 training: 61440 / 105000
20240729-01:38:23 training: 61952 / 105000
20240729-01:38:24 training: 62464 / 105000
20240729-01:38:24 training: 62976 / 105000
20240729-01:38:24 training: 63488 / 105000
20240729-01:38:24 training: 64000 / 105000
20240729-01:38:24 training: 64512 / 105000
20240729-01:38:24 training: 65024 / 105000
20240729-01:38:25 training: 65536 / 105000
20240729-01:38:25 training: 66048 / 105000
20240729-01:38:25 training: 66560 / 105000
20240729-01:38:25 training: 67072 / 105000
20240729-01:38:25 training: 67584 / 105000
20240729-01:38:26 training: 68096 / 105000
20240729-01:38:26 training: 68608 / 105000
20240729-01:38:26 training: 69120 / 105000
20240729-01:38:26 training: 69632 / 105000
20240729-01:38:26 training: 70144 / 105000
20240729-01:38:26 training: 70656 / 105000
20240729-01:38:27 training: 71168 / 105000
20240729-01:38:27 training: 71680 / 105000
20240729-01:38:27 training: 72192 / 105000
20240729-01:38:27 training: 72704 / 105000
20240729-01:38:27 training: 73216 / 105000
20240729-01:38:28 training: 73728 / 105000
20240729-01:38:28 training: 74240 / 105000
20240729-01:38:28 training: 74752 / 105000
20240729-01:38:28 training: 75264 / 105000
20240729-01:38:28 training: 75776 / 105000
20240729-01:38:29 training: 76288 / 105000
20240729-01:38:29 training: 76800 / 105000
20240729-01:38:29 training: 77312 / 105000
20240729-01:38:29 training: 77824 / 105000
20240729-01:38:29 training: 78336 / 105000
20240729-01:38:29 training: 78848 / 105000
20240729-01:38:30 training: 79360 / 105000
20240729-01:38:30 training: 79872 / 105000
20240729-01:38:30 training: 80384 / 105000
20240729-01:38:30 training: 80896 / 105000
20240729-01:38:30 training: 81408 / 105000
20240729-01:38:31 training: 81920 / 105000
20240729-01:38:31 training: 82432 / 105000
20240729-01:38:31 training: 82944 / 105000
20240729-01:38:31 training: 83456 / 105000
20240729-01:38:31 training: 83968 / 105000
20240729-01:38:31 training: 84480 / 105000
20240729-01:38:32 training: 84992 / 105000
20240729-01:38:32 training: 85504 / 105000
20240729-01:38:32 training: 86016 / 105000
20240729-01:38:32 training: 86528 / 105000
20240729-01:38:32 training: 87040 / 105000
20240729-01:38:33 training: 87552 / 105000
20240729-01:38:33 training: 88064 / 105000
20240729-01:38:33 training: 88576 / 105000
20240729-01:38:33 training: 89088 / 105000
20240729-01:38:33 training: 89600 / 105000
20240729-01:38:33 training: 90112 / 105000
20240729-01:38:34 training: 90624 / 105000
20240729-01:38:34 training: 91136 / 105000
20240729-01:38:34 training: 91648 / 105000
20240729-01:38:34 training: 92160 / 105000
20240729-01:38:34 training: 92672 / 105000
20240729-01:38:35 training: 93184 / 105000
20240729-01:38:35 training: 93696 / 105000
20240729-01:38:35 training: 94208 / 105000
20240729-01:38:35 training: 94720 / 105000
20240729-01:38:35 training: 95232 / 105000
20240729-01:38:36 training: 95744 / 105000
20240729-01:38:36 training: 96256 / 105000
20240729-01:38:36 training: 96768 / 105000
20240729-01:38:36 training: 97280 / 105000
20240729-01:38:36 training: 97792 / 105000
20240729-01:38:36 training: 98304 / 105000
20240729-01:38:37 training: 98816 / 105000
20240729-01:38:37 training: 99328 / 105000
20240729-01:38:37 training: 99840 / 105000
20240729-01:38:37 training: 100352 / 105000
20240729-01:38:37 training: 100864 / 105000
20240729-01:38:38 training: 101376 / 105000
20240729-01:38:38 training: 101888 / 105000
20240729-01:38:38 training: 102400 / 105000
20240729-01:38:38 training: 102912 / 105000
20240729-01:38:38 training: 103424 / 105000
20240729-01:38:38 training: 103936 / 105000
20240729-01:38:39 training: 104448 / 105000
20240729-01:38:39 training: 104960 / 105000
20240729-01:38:39 training: 105000 / 105000
20240729-01:38:39     total_loss: 10.0962 time: 0m 38s
20240729-01:38:39 Test Epoch: 72 ...
20240729-01:39:06     ave: 99.2167
20240729-01:39:06 Saving checkpoint: 72
20240729-01:39:06 Train Epoch: 73/80 ...
20240729-01:39:07 training: 512 / 105000
20240729-01:39:07 training: 1024 / 105000
20240729-01:39:07 training: 1536 / 105000
20240729-01:39:08 training: 2048 / 105000
20240729-01:39:08 training: 2560 / 105000
20240729-01:39:08 training: 3072 / 105000
20240729-01:39:08 training: 3584 / 105000
20240729-01:39:08 training: 4096 / 105000
20240729-01:39:08 training: 4608 / 105000
20240729-01:39:09 training: 5120 / 105000
20240729-01:39:09 training: 5632 / 105000
20240729-01:39:09 training: 6144 / 105000
20240729-01:39:09 training: 6656 / 105000
20240729-01:39:09 training: 7168 / 105000
20240729-01:39:10 training: 7680 / 105000
20240729-01:39:10 training: 8192 / 105000
20240729-01:39:10 training: 8704 / 105000
20240729-01:39:10 training: 9216 / 105000
20240729-01:39:10 training: 9728 / 105000
20240729-01:39:10 training: 10240 / 105000
20240729-01:39:11 training: 10752 / 105000
20240729-01:39:11 training: 11264 / 105000
20240729-01:39:11 training: 11776 / 105000
20240729-01:39:11 training: 12288 / 105000
20240729-01:39:11 training: 12800 / 105000
20240729-01:39:12 training: 13312 / 105000
20240729-01:39:12 training: 13824 / 105000
20240729-01:39:12 training: 14336 / 105000
20240729-01:39:12 training: 14848 / 105000
20240729-01:39:12 training: 15360 / 105000
20240729-01:39:12 training: 15872 / 105000
