20240729-12:32:51 Train Epoch: 70/90 ...
20240729-12:33:18 training: 4352 / 5000
20240729-12:33:18 training: 4480 / 5000
20240729-12:33:18 training: 4608 / 5000
20240729-12:33:18 training: 4736 / 5000
20240729-12:33:19 training: 4864 / 5000
20240729-12:33:19 training: 4992 / 5000
20240729-12:33:19 training: 5000 / 5000
20240729-12:33:19     total_loss: 16.3785 time: 0m 2s
20240729-12:33:19 Saving checkpoint: 73
20240729-12:33:19 Train Epoch: 74/90 ...
20240729-12:33:19 training: 128 / 5000
20240729-12:33:19 training: 256 / 5000
20240729-12:33:19 training: 384 / 5000
20240729-12:33:19 training: 512 / 5000
20240729-12:33:19 training: 640 / 5000
20240729-12:33:19 training: 768 / 5000
20240729-12:33:19 training: 896 / 5000
20240729-12:33:19 training: 1024 / 5000
20240729-12:33:20 training: 1152 / 5000
20240729-12:33:20 training: 1280 / 5000
20240729-12:33:20 training: 1408 / 5000
20240729-12:33:20 training: 1536 / 5000
20240729-12:33:20 training: 1664 / 5000
20240729-12:33:20 training: 1792 / 5000
20240729-12:33:20 training: 1920 / 5000
20240729-12:33:20 training: 2048 / 5000
20240729-12:33:20 training: 2176 / 5000
20240729-12:33:20 training: 2304 / 5000
20240729-12:33:20 training: 2432 / 5000
20240729-12:33:20 training: 2560 / 5000
20240729-12:33:20 training: 2688 / 5000
20240729-12:33:20 training: 2816 / 5000
20240729-12:33:20 training: 2944 / 5000
20240729-12:33:20 training: 3072 / 5000
20240729-12:33:20 training: 3200 / 5000
20240729-12:33:20 training: 3328 / 5000
20240729-12:33:20 training: 3456 / 5000
20240729-12:33:20 training: 3584 / 5000
20240729-12:33:20 training: 3712 / 5000
20240729-12:33:20 training: 3840 / 5000
20240729-12:33:20 training: 3968 / 5000
20240729-12:33:20 training: 4096 / 5000
20240729-12:33:20 training: 4224 / 5000
20240729-12:33:20 training: 4352 / 5000
20240729-12:33:20 training: 4480 / 5000
20240729-12:33:21 training: 4608 / 5000
20240729-12:33:21 training: 4736 / 5000
20240729-12:33:21 training: 4864 / 5000
20240729-12:33:21 training: 4992 / 5000
20240729-12:33:21 training: 5000 / 5000
20240729-12:33:21     total_loss: 13.6189 time: 0m 2s
20240729-12:33:21 Saving checkpoint: 74
20240729-12:33:21 Train Epoch: 75/90 ...
20240729-12:33:21 training: 128 / 5000
20240729-12:33:21 training: 256 / 5000
20240729-12:33:21 training: 384 / 5000
20240729-12:33:21 training: 512 / 5000
20240729-12:33:21 training: 640 / 5000
20240729-12:33:22 training: 768 / 5000
20240729-12:33:22 training: 896 / 5000
20240729-12:33:22 training: 1024 / 5000
20240729-12:33:22 training: 1152 / 5000
20240729-12:33:22 training: 1280 / 5000
20240729-12:33:22 training: 1408 / 5000
20240729-12:33:22 training: 1536 / 5000
20240729-12:33:22 training: 1664 / 5000
20240729-12:33:22 training: 1792 / 5000
20240729-12:33:22 training: 1920 / 5000
20240729-12:33:22 training: 2048 / 5000
20240729-12:33:22 training: 2176 / 5000
20240729-12:33:22 training: 2304 / 5000
20240729-12:33:22 training: 2432 / 5000
20240729-12:33:22 training: 2560 / 5000
20240729-12:33:22 training: 2688 / 5000
20240729-12:33:22 training: 2816 / 5000
20240729-12:33:22 training: 2944 / 5000
20240729-12:33:22 training: 3072 / 5000
20240729-12:33:22 training: 3200 / 5000
20240729-12:33:22 training: 3328 / 5000
20240729-12:33:22 training: 3456 / 5000
20240729-12:33:22 training: 3584 / 5000
20240729-12:33:22 training: 3712 / 5000
20240729-12:33:22 training: 3840 / 5000
20240729-12:33:22 training: 3968 / 5000
20240729-12:33:22 training: 4096 / 5000
20240729-12:33:23 training: 4224 / 5000
20240729-12:33:23 training: 4352 / 5000
20240729-12:33:23 training: 4480 / 5000
20240729-12:33:23 training: 4608 / 5000
20240729-12:33:23 training: 4736 / 5000
20240729-12:33:23 training: 4864 / 5000
20240729-12:33:23 training: 4992 / 5000
20240729-12:33:23 training: 5000 / 5000
20240729-12:33:23     total_loss: 11.1528 time: 0m 2s
20240729-12:33:23 Test Epoch: 75 ...
20240729-12:33:42     ave: 98.0833
20240729-12:33:42 Saving checkpoint: 75
20240729-12:33:42 Train Epoch: 76/90 ...
20240729-12:33:42 training: 128 / 5000
20240729-12:33:43 training: 256 / 5000
20240729-12:33:43 training: 384 / 5000
20240729-12:33:43 training: 512 / 5000
20240729-12:33:43 training: 640 / 5000
20240729-12:33:43 training: 768 / 5000
20240729-12:33:43 training: 896 / 5000
20240729-12:33:43 training: 1024 / 5000
20240729-12:33:43 training: 1152 / 5000
20240729-12:33:43 training: 1280 / 5000
20240729-12:33:43 training: 1408 / 5000
20240729-12:33:43 training: 1536 / 5000
20240729-12:33:43 training: 1664 / 5000
20240729-12:33:43 training: 1792 / 5000
20240729-12:33:43 training: 1920 / 5000
20240729-12:33:43 training: 2048 / 5000
20240729-12:33:43 training: 2176 / 5000
20240729-12:33:43 training: 2304 / 5000
20240729-12:33:43 training: 2432 / 5000
20240729-12:33:43 training: 2560 / 5000
20240729-12:33:43 training: 2688 / 5000
20240729-12:33:43 training: 2816 / 5000
20240729-12:33:43 training: 2944 / 5000
20240729-12:33:43 training: 3072 / 5000
20240729-12:33:43 training: 3200 / 5000
20240729-12:33:43 training: 3328 / 5000
20240729-12:33:43 training: 3456 / 5000
20240729-12:33:44 training: 3584 / 5000
20240729-12:33:44 training: 3712 / 5000
20240729-12:33:44 training: 3840 / 5000
20240729-12:33:44 training: 3968 / 5000
20240729-12:33:44 training: 4096 / 5000
20240729-12:33:44 training: 4224 / 5000
20240729-12:33:44 training: 4352 / 5000
20240729-12:33:44 training: 4480 / 5000
20240729-12:33:44 training: 4608 / 5000
20240729-12:33:44 training: 4736 / 5000
20240729-12:33:44 training: 4864 / 5000
20240729-12:33:44 training: 4992 / 5000
20240729-12:33:44 training: 5000 / 5000
20240729-12:33:44     total_loss: 8.9429 time: 0m 2s
20240729-12:33:44 Saving checkpoint: 76
20240729-12:33:44 Train Epoch: 77/90 ...
20240729-12:33:45 training: 128 / 5000
20240729-12:33:45 training: 256 / 5000
20240729-12:33:45 training: 384 / 5000
20240729-12:33:45 training: 512 / 5000
20240729-12:33:45 training: 640 / 5000
20240729-12:33:45 training: 768 / 5000
20240729-12:33:45 training: 896 / 5000
20240729-12:33:45 training: 1024 / 5000
20240729-12:33:45 training: 1152 / 5000
20240729-12:33:45 training: 1280 / 5000
20240729-12:33:45 training: 1408 / 5000
20240729-12:33:45 training: 1536 / 5000
20240729-12:33:45 training: 1664 / 5000
20240729-12:33:45 training: 1792 / 5000
20240729-12:33:45 training: 1920 / 5000
20240729-12:33:45 training: 2048 / 5000
20240729-12:33:45 training: 2176 / 5000
20240729-12:33:45 training: 2304 / 5000
20240729-12:33:45 training: 2432 / 5000
20240729-12:33:45 training: 2560 / 5000
20240729-12:33:45 training: 2688 / 5000
20240729-12:33:45 training: 2816 / 5000
20240729-12:33:45 training: 2944 / 5000
20240729-12:33:45 training: 3072 / 5000
20240729-12:33:46 training: 3200 / 5000
20240729-12:33:46 training: 3328 / 5000
20240729-12:33:46 training: 3456 / 5000
20240729-12:33:46 training: 3584 / 5000
20240729-12:33:46 training: 3712 / 5000
20240729-12:33:46 training: 3840 / 5000
20240729-12:33:46 training: 3968 / 5000
20240729-12:33:46 training: 4096 / 5000
20240729-12:33:46 training: 4224 / 5000
20240729-12:33:46 training: 4352 / 5000
20240729-12:33:46 training: 4480 / 5000
20240729-12:33:46 training: 4608 / 5000
20240729-12:33:46 training: 4736 / 5000
20240729-12:33:46 training: 4864 / 5000
20240729-12:33:46 training: 4992 / 5000
20240729-12:33:46 training: 5000 / 5000
20240729-12:33:46     total_loss: 7.0750 time: 0m 2s
20240729-12:33:46 Saving checkpoint: 77
20240729-12:33:46 Train Epoch: 78/90 ...
20240729-12:33:47 training: 128 / 5000
20240729-12:33:47 training: 256 / 5000
20240729-12:33:47 training: 384 / 5000
20240729-12:33:47 training: 512 / 5000
20240729-12:33:47 training: 640 / 5000
20240729-12:33:47 training: 768 / 5000
20240729-12:33:47 training: 896 / 5000
20240729-12:33:47 training: 1024 / 5000
20240729-12:33:47 training: 1152 / 5000
20240729-12:33:47 training: 1280 / 5000
20240729-12:33:47 training: 1408 / 5000
20240729-12:33:47 training: 1536 / 5000
20240729-12:33:47 training: 1664 / 5000
20240729-12:33:47 training: 1792 / 5000
20240729-12:33:47 training: 1920 / 5000
20240729-12:33:47 training: 2048 / 5000
20240729-12:33:47 training: 2176 / 5000
20240729-12:33:47 training: 2304 / 5000
20240729-12:33:47 training: 2432 / 5000
20240729-12:33:47 training: 2560 / 5000
20240729-12:33:47 training: 2688 / 5000
20240729-12:33:48 training: 2816 / 5000
20240729-12:33:48 training: 2944 / 5000
20240729-12:33:48 training: 3072 / 5000
20240729-12:33:48 training: 3200 / 5000
20240729-12:33:48 training: 3328 / 5000
20240729-12:33:48 training: 3456 / 5000
20240729-12:33:48 training: 3584 / 5000
20240729-12:33:48 training: 3712 / 5000
20240729-12:33:48 training: 3840 / 5000
20240729-12:33:48 training: 3968 / 5000
20240729-12:33:48 training: 4096 / 5000
20240729-12:33:48 training: 4224 / 5000
20240729-12:33:48 training: 4352 / 5000
20240729-12:33:48 training: 4480 / 5000
20240729-12:33:48 training: 4608 / 5000
20240729-12:33:48 training: 4736 / 5000
20240729-12:33:48 training: 4864 / 5000
20240729-12:33:48 training: 4992 / 5000
20240729-12:33:48 training: 5000 / 5000
20240729-12:33:48     total_loss: 5.5183 time: 0m 2s
20240729-12:33:48 Saving checkpoint: 78
20240729-12:33:48 Train Epoch: 79/90 ...
20240729-12:33:49 training: 128 / 5000
20240729-12:33:49 training: 256 / 5000
20240729-12:33:49 training: 384 / 5000
20240729-12:33:49 training: 512 / 5000
20240729-12:33:49 training: 640 / 5000
20240729-12:33:49 training: 768 / 5000
20240729-12:33:49 training: 896 / 5000
20240729-12:33:49 training: 1024 / 5000
20240729-12:33:49 training: 1152 / 5000
20240729-12:33:49 training: 1280 / 5000
20240729-12:33:49 training: 1408 / 5000
20240729-12:33:49 training: 1536 / 5000
20240729-12:33:49 training: 1664 / 5000
20240729-12:33:49 training: 1792 / 5000
20240729-12:33:49 training: 1920 / 5000
20240729-12:33:49 training: 2048 / 5000
20240729-12:33:49 training: 2176 / 5000
20240729-12:33:49 training: 2304 / 5000
20240729-12:33:50 training: 2432 / 5000
20240729-12:33:50 training: 2560 / 5000
20240729-12:33:50 training: 2688 / 5000
20240729-12:33:50 training: 2816 / 5000
20240729-12:33:50 training: 2944 / 5000
20240729-12:33:50 training: 3072 / 5000
20240729-12:33:50 training: 3200 / 5000
20240729-12:33:50 training: 3328 / 5000
20240729-12:33:50 training: 3456 / 5000
20240729-12:33:50 training: 3584 / 5000
20240729-12:33:50 training: 3712 / 5000
20240729-12:33:50 training: 3840 / 5000
20240729-12:33:50 training: 3968 / 5000
20240729-12:33:50 training: 4096 / 5000
20240729-12:33:50 training: 4224 / 5000
20240729-12:33:50 training: 4352 / 5000
20240729-12:33:50 training: 4480 / 5000
20240729-12:33:50 training: 4608 / 5000
20240729-12:33:50 training: 4736 / 5000
20240729-12:33:50 training: 4864 / 5000
20240729-12:33:50 training: 4992 / 5000
20240729-12:33:50 training: 5000 / 5000
20240729-12:33:50     total_loss: 4.3061 time: 0m 2s
20240729-12:33:50 Saving checkpoint: 79
20240729-12:33:50 Train Epoch: 80/90 ...
20240729-12:33:51 training: 128 / 5000
20240729-12:33:51 training: 256 / 5000
20240729-12:33:51 training: 384 / 5000
20240729-12:33:51 training: 512 / 5000
20240729-12:33:51 training: 640 / 5000
20240729-12:33:51 training: 768 / 5000
20240729-12:33:51 training: 896 / 5000
20240729-12:33:51 training: 1024 / 5000
20240729-12:33:51 training: 1152 / 5000
20240729-12:33:51 training: 1280 / 5000
20240729-12:33:51 training: 1408 / 5000
20240729-12:33:51 training: 1536 / 5000
20240729-12:33:51 training: 1664 / 5000
20240729-12:33:51 training: 1792 / 5000
20240729-12:33:51 training: 1920 / 5000
20240729-12:33:52 training: 2048 / 5000
20240729-12:33:52 training: 2176 / 5000
20240729-12:33:52 training: 2304 / 5000
20240729-12:33:52 training: 2432 / 5000
20240729-12:33:52 training: 2560 / 5000
20240729-12:33:52 training: 2688 / 5000
20240729-12:33:52 training: 2816 / 5000
20240729-12:33:52 training: 2944 / 5000
20240729-12:33:52 training: 3072 / 5000
20240729-12:33:52 training: 3200 / 5000
20240729-12:33:52 training: 3328 / 5000
20240729-12:33:52 training: 3456 / 5000
20240729-12:33:52 training: 3584 / 5000
20240729-12:33:52 training: 3712 / 5000
20240729-12:33:52 training: 3840 / 5000
20240729-12:33:52 training: 3968 / 5000
20240729-12:33:52 training: 4096 / 5000
20240729-12:33:52 training: 4224 / 5000
20240729-12:33:52 training: 4352 / 5000
20240729-12:33:52 training: 4480 / 5000
20240729-12:33:52 training: 4608 / 5000
20240729-12:33:52 training: 4736 / 5000
20240729-12:33:52 training: 4864 / 5000
20240729-12:33:52 training: 4992 / 5000
20240729-12:33:52 training: 5000 / 5000
20240729-12:33:52     total_loss: 3.3486 time: 0m 2s
20240729-12:33:52 Test Epoch: 80 ...
20240729-12:34:12     ave: 98.0833
20240729-12:34:12 Saving checkpoint: 80
20240729-12:34:12 Train Epoch: 81/90 ...
20240729-12:34:12 training: 128 / 5000
20240729-12:34:12 training: 256 / 5000
20240729-12:34:12 training: 384 / 5000
20240729-12:34:12 training: 512 / 5000
20240729-12:34:12 training: 640 / 5000
20240729-12:34:12 training: 768 / 5000
20240729-12:34:13 training: 896 / 5000
20240729-12:34:13 training: 1024 / 5000
20240729-12:34:13 training: 1152 / 5000
20240729-12:34:13 training: 1280 / 5000
20240729-12:34:13 training: 1408 / 5000
20240729-12:34:13 training: 1536 / 5000
20240729-12:34:13 training: 1664 / 5000
20240729-12:34:13 training: 1792 / 5000
20240729-12:34:13 training: 1920 / 5000
20240729-12:34:13 training: 2048 / 5000
20240729-12:34:13 training: 2176 / 5000
20240729-12:34:13 training: 2304 / 5000
20240729-12:34:13 training: 2432 / 5000
20240729-12:34:13 training: 2560 / 5000
20240729-12:34:13 training: 2688 / 5000
20240729-12:34:13 training: 2816 / 5000
20240729-12:34:13 training: 2944 / 5000
20240729-12:34:13 training: 3072 / 5000
20240729-12:34:13 training: 3200 / 5000
20240729-12:34:13 training: 3328 / 5000
20240729-12:34:13 training: 3456 / 5000
20240729-12:34:13 training: 3584 / 5000
20240729-12:34:13 training: 3712 / 5000
20240729-12:34:13 training: 3840 / 5000
20240729-12:34:13 training: 3968 / 5000
20240729-12:34:13 training: 4096 / 5000
20240729-12:34:14 training: 4224 / 5000
20240729-12:34:14 training: 4352 / 5000
20240729-12:34:14 training: 4480 / 5000
20240729-12:34:14 training: 4608 / 5000
20240729-12:34:14 training: 4736 / 5000
20240729-12:34:14 training: 4864 / 5000
20240729-12:34:14 training: 4992 / 5000
20240729-12:34:14 training: 5000 / 5000
20240729-12:34:14     total_loss: 2.5958 time: 0m 2s
20240729-12:34:14 Saving checkpoint: 81
20240729-12:34:14 Train Epoch: 82/90 ...
20240729-12:34:14 training: 128 / 5000
20240729-12:34:14 training: 256 / 5000
20240729-12:34:15 training: 384 / 5000
20240729-12:34:15 training: 512 / 5000
20240729-12:34:15 training: 640 / 5000
20240729-12:34:15 training: 768 / 5000
20240729-12:34:15 training: 896 / 5000
20240729-12:34:15 training: 1024 / 5000
20240729-12:34:15 training: 1152 / 5000
20240729-12:34:15 training: 1280 / 5000
20240729-12:34:15 training: 1408 / 5000
20240729-12:34:15 training: 1536 / 5000
20240729-12:34:15 training: 1664 / 5000
20240729-12:34:15 training: 1792 / 5000
20240729-12:34:15 training: 1920 / 5000
20240729-12:34:15 training: 2048 / 5000
20240729-12:34:15 training: 2176 / 5000
20240729-12:34:15 training: 2304 / 5000
20240729-12:34:15 training: 2432 / 5000
20240729-12:34:15 training: 2560 / 5000
20240729-12:34:15 training: 2688 / 5000
20240729-12:34:15 training: 2816 / 5000
20240729-12:34:15 training: 2944 / 5000
20240729-12:34:15 training: 3072 / 5000
20240729-12:34:15 training: 3200 / 5000
20240729-12:34:15 training: 3328 / 5000
20240729-12:34:15 training: 3456 / 5000
20240729-12:34:15 training: 3584 / 5000
20240729-12:34:15 training: 3712 / 5000
20240729-12:34:16 training: 3840 / 5000
20240729-12:34:16 training: 3968 / 5000
20240729-12:34:16 training: 4096 / 5000
20240729-12:34:16 training: 4224 / 5000
20240729-12:34:16 training: 4352 / 5000
20240729-12:34:16 training: 4480 / 5000
20240729-12:34:16 training: 4608 / 5000
20240729-12:34:16 training: 4736 / 5000
20240729-12:34:16 training: 4864 / 5000
20240729-12:34:16 training: 4992 / 5000
20240729-12:34:16 training: 5000 / 5000
20240729-12:34:16     total_loss: 2.0764 time: 0m 2s
20240729-12:34:16 Saving checkpoint: 82
20240729-12:34:16 Train Epoch: 83/90 ...
20240729-12:34:17 training: 128 / 5000
20240729-12:34:17 training: 256 / 5000
20240729-12:34:17 training: 384 / 5000
20240729-12:34:17 training: 512 / 5000
20240729-12:34:17 training: 640 / 5000
20240729-12:34:17 training: 768 / 5000
20240729-12:34:17 training: 896 / 5000
20240729-12:34:17 training: 1024 / 5000
20240729-12:34:17 training: 1152 / 5000
20240729-12:34:17 training: 1280 / 5000
20240729-12:34:17 training: 1408 / 5000
20240729-12:34:17 training: 1536 / 5000
20240729-12:34:17 training: 1664 / 5000
20240729-12:34:17 training: 1792 / 5000
20240729-12:34:17 training: 1920 / 5000
20240729-12:34:17 training: 2048 / 5000
20240729-12:34:17 training: 2176 / 5000
20240729-12:34:17 training: 2304 / 5000
20240729-12:34:17 training: 2432 / 5000
20240729-12:34:17 training: 2560 / 5000
20240729-12:34:17 training: 2688 / 5000
20240729-12:34:17 training: 2816 / 5000
20240729-12:34:17 training: 2944 / 5000
20240729-12:34:17 training: 3072 / 5000
20240729-12:34:17 training: 3200 / 5000
20240729-12:34:18 training: 3328 / 5000
20240729-12:34:18 training: 3456 / 5000
20240729-12:34:18 training: 3584 / 5000
20240729-12:34:18 training: 3712 / 5000
20240729-12:34:18 training: 3840 / 5000
20240729-12:34:18 training: 3968 / 5000
20240729-12:34:18 training: 4096 / 5000
20240729-12:34:18 training: 4224 / 5000
20240729-12:34:18 training: 4352 / 5000
20240729-12:34:18 training: 4480 / 5000
20240729-12:34:18 training: 4608 / 5000
20240729-12:34:18 training: 4736 / 5000
20240729-12:34:18 training: 4864 / 5000
20240729-12:34:18 training: 4992 / 5000
20240729-12:34:18 training: 5000 / 5000
20240729-12:34:18     total_loss: 1.6580 time: 0m 2s
20240729-12:34:18 Saving checkpoint: 83
20240729-12:34:18 Train Epoch: 84/90 ...
20240729-12:34:19 training: 128 / 5000
20240729-12:34:19 training: 256 / 5000
20240729-12:34:19 training: 384 / 5000
20240729-12:34:19 training: 512 / 5000
20240729-12:34:19 training: 640 / 5000
20240729-12:34:19 training: 768 / 5000
20240729-12:34:19 training: 896 / 5000
20240729-12:34:19 training: 1024 / 5000
20240729-12:34:19 training: 1152 / 5000
20240729-12:34:19 training: 1280 / 5000
20240729-12:34:19 training: 1408 / 5000
20240729-12:34:19 training: 1536 / 5000
20240729-12:34:19 training: 1664 / 5000
20240729-12:34:19 training: 1792 / 5000
20240729-12:34:19 training: 1920 / 5000
20240729-12:34:19 training: 2048 / 5000
20240729-12:34:19 training: 2176 / 5000
20240729-12:34:19 training: 2304 / 5000
20240729-12:34:19 training: 2432 / 5000
20240729-12:34:19 training: 2560 / 5000
20240729-12:34:19 training: 2688 / 5000
20240729-12:34:19 training: 2816 / 5000
20240729-12:34:20 training: 2944 / 5000
20240729-12:34:20 training: 3072 / 5000
20240729-12:34:20 training: 3200 / 5000
20240729-12:34:20 training: 3328 / 5000
20240729-12:34:20 training: 3456 / 5000
20240729-12:34:20 training: 3584 / 5000
20240729-12:34:20 training: 3712 / 5000
20240729-12:34:20 training: 3840 / 5000
20240729-12:34:20 training: 3968 / 5000
20240729-12:34:20 training: 4096 / 5000
20240729-12:34:20 training: 4224 / 5000
20240729-12:34:20 training: 4352 / 5000
20240729-12:34:20 training: 4480 / 5000
20240729-12:34:20 training: 4608 / 5000
20240729-12:34:20 training: 4736 / 5000
20240729-12:34:20 training: 4864 / 5000
20240729-12:34:20 training: 4992 / 5000
20240729-12:34:20 training: 5000 / 5000
20240729-12:34:20     total_loss: 1.3477 time: 0m 2s
20240729-12:34:20 Saving checkpoint: 84
20240729-12:34:20 Train Epoch: 85/90 ...
20240729-12:34:21 training: 128 / 5000
20240729-12:34:21 training: 256 / 5000
20240729-12:34:21 training: 384 / 5000
20240729-12:34:21 training: 512 / 5000
20240729-12:34:21 training: 640 / 5000
20240729-12:34:21 training: 768 / 5000
20240729-12:34:21 training: 896 / 5000
20240729-12:34:21 training: 1024 / 5000
