20240728-22:59:03 Train Epoch: 70/75 ...
20240728-23:07:45 training: 14336 / 105000
20240728-23:07:53 training: 14592 / 105000
20240728-23:08:01 training: 14848 / 105000
20240728-23:08:09 training: 15104 / 105000
20240728-23:08:17 training: 15360 / 105000
20240728-23:08:26 training: 15616 / 105000
20240728-23:08:34 training: 15872 / 105000
20240728-23:08:42 training: 16128 / 105000
20240728-23:08:50 training: 16384 / 105000
20240728-23:08:58 training: 16640 / 105000
20240728-23:09:07 training: 16896 / 105000
20240728-23:09:16 training: 17152 / 105000
20240728-23:09:24 training: 17408 / 105000
20240728-23:09:33 training: 17664 / 105000
20240728-23:09:42 training: 17920 / 105000
20240728-23:09:52 training: 18176 / 105000
20240728-23:10:01 training: 18432 / 105000
20240728-23:10:11 training: 18688 / 105000
20240728-23:10:21 training: 18944 / 105000
20240728-23:10:31 training: 19200 / 105000
20240728-23:10:40 training: 19456 / 105000
20240728-23:10:50 training: 19712 / 105000
20240728-23:11:00 training: 19968 / 105000
20240728-23:11:10 training: 20224 / 105000
20240728-23:11:20 training: 20480 / 105000
20240728-23:11:29 training: 20736 / 105000
20240728-23:11:39 training: 20992 / 105000
20240728-23:11:49 training: 21248 / 105000
20240728-23:11:59 training: 21504 / 105000
20240728-23:12:08 training: 21760 / 105000
20240728-23:12:18 training: 22016 / 105000
20240728-23:12:28 training: 22272 / 105000
20240728-23:12:38 training: 22528 / 105000
20240728-23:12:47 training: 22784 / 105000
20240728-23:12:57 training: 23040 / 105000
20240728-23:13:07 training: 23296 / 105000
20240728-23:13:17 training: 23552 / 105000
20240728-23:13:27 training: 23808 / 105000
20240728-23:13:36 training: 24064 / 105000
20240728-23:13:46 training: 24320 / 105000
20240728-23:13:56 training: 24576 / 105000
20240728-23:14:06 training: 24832 / 105000
20240728-23:14:15 training: 25088 / 105000
20240728-23:14:25 training: 25344 / 105000
20240728-23:14:35 training: 25600 / 105000
20240728-23:14:45 training: 25856 / 105000
20240728-23:14:54 training: 26112 / 105000
20240728-23:15:04 training: 26368 / 105000
20240728-23:15:14 training: 26624 / 105000
20240728-23:15:24 training: 26880 / 105000
20240728-23:15:34 training: 27136 / 105000
20240728-23:15:44 training: 27392 / 105000
20240728-23:15:54 training: 27648 / 105000
20240728-23:16:04 training: 27904 / 105000
20240728-23:16:13 training: 28160 / 105000
20240728-23:16:22 training: 28416 / 105000
20240728-23:16:31 training: 28672 / 105000
20240728-23:16:40 training: 28928 / 105000
20240728-23:16:49 training: 29184 / 105000
20240728-23:16:58 training: 29440 / 105000
20240728-23:17:06 training: 29696 / 105000
20240728-23:17:15 training: 29952 / 105000
20240728-23:17:24 training: 30208 / 105000
20240728-23:17:33 training: 30464 / 105000
20240728-23:17:41 training: 30720 / 105000
20240728-23:17:50 training: 30976 / 105000
20240728-23:17:59 training: 31232 / 105000
20240728-23:18:08 training: 31488 / 105000
20240728-23:18:17 training: 31744 / 105000
20240728-23:18:26 training: 32000 / 105000
20240728-23:18:34 training: 32256 / 105000
20240728-23:18:43 training: 32512 / 105000
20240728-23:18:53 training: 32768 / 105000
20240728-23:19:01 training: 33024 / 105000
20240728-23:19:10 training: 33280 / 105000
20240728-23:19:19 training: 33536 / 105000
20240728-23:19:28 training: 33792 / 105000
20240728-23:19:37 training: 34048 / 105000
20240728-23:19:46 training: 34304 / 105000
20240728-23:19:55 training: 34560 / 105000
20240728-23:20:04 training: 34816 / 105000
20240728-23:20:13 training: 35072 / 105000
20240728-23:20:21 training: 35328 / 105000
20240728-23:20:30 training: 35584 / 105000
20240728-23:20:39 training: 35840 / 105000
20240728-23:20:48 training: 36096 / 105000
20240728-23:20:57 training: 36352 / 105000
20240728-23:21:06 training: 36608 / 105000
20240728-23:21:15 training: 36864 / 105000
20240728-23:21:24 training: 37120 / 105000
20240728-23:21:32 training: 37376 / 105000
20240728-23:21:41 training: 37632 / 105000
20240728-23:21:50 training: 37888 / 105000
20240728-23:21:59 training: 38144 / 105000
20240728-23:22:08 training: 38400 / 105000
20240728-23:22:17 training: 38656 / 105000
20240728-23:22:25 training: 38912 / 105000
20240728-23:22:34 training: 39168 / 105000
20240728-23:22:43 training: 39424 / 105000
20240728-23:22:52 training: 39680 / 105000
20240728-23:23:00 training: 39936 / 105000
20240728-23:23:09 training: 40192 / 105000
20240728-23:23:18 training: 40448 / 105000
20240728-23:23:27 training: 40704 / 105000
20240728-23:23:35 training: 40960 / 105000
20240728-23:23:44 training: 41216 / 105000
20240728-23:23:54 training: 41472 / 105000
20240728-23:24:04 training: 41728 / 105000
20240728-23:24:16 training: 41984 / 105000
20240728-23:24:24 training: 42240 / 105000
20240728-23:24:33 training: 42496 / 105000
20240728-23:24:41 training: 42752 / 105000
20240728-23:24:49 training: 43008 / 105000
20240728-23:24:57 training: 43264 / 105000
20240728-23:25:05 training: 43520 / 105000
20240728-23:25:13 training: 43776 / 105000
20240728-23:25:21 training: 44032 / 105000
20240728-23:25:29 training: 44288 / 105000
20240728-23:25:37 training: 44544 / 105000
20240728-23:25:45 training: 44800 / 105000
20240728-23:25:53 training: 45056 / 105000
20240728-23:26:01 training: 45312 / 105000
20240728-23:26:09 training: 45568 / 105000
20240728-23:26:17 training: 45824 / 105000
20240728-23:26:25 training: 46080 / 105000
20240728-23:26:33 training: 46336 / 105000
20240728-23:26:41 training: 46592 / 105000
20240728-23:26:49 training: 46848 / 105000
20240728-23:26:57 training: 47104 / 105000
20240728-23:27:05 training: 47360 / 105000
20240728-23:27:13 training: 47616 / 105000
20240728-23:27:21 training: 47872 / 105000
20240728-23:27:29 training: 48128 / 105000
20240728-23:27:37 training: 48384 / 105000
20240728-23:27:45 training: 48640 / 105000
20240728-23:27:53 training: 48896 / 105000
20240728-23:28:01 training: 49152 / 105000
20240728-23:28:09 training: 49408 / 105000
20240728-23:28:17 training: 49664 / 105000
20240728-23:28:25 training: 49920 / 105000
20240728-23:28:33 training: 50176 / 105000
20240728-23:28:41 training: 50432 / 105000
20240728-23:28:49 training: 50688 / 105000
20240728-23:28:57 training: 50944 / 105000
20240728-23:29:05 training: 51200 / 105000
20240728-23:29:13 training: 51456 / 105000
20240728-23:29:21 training: 51712 / 105000
20240728-23:29:30 training: 51968 / 105000
20240728-23:29:38 training: 52224 / 105000
20240728-23:29:46 training: 52480 / 105000
20240728-23:29:54 training: 52736 / 105000
20240728-23:30:02 training: 52992 / 105000
20240728-23:30:10 training: 53248 / 105000
20240728-23:30:18 training: 53504 / 105000
20240728-23:30:25 training: 53760 / 105000
20240728-23:30:33 training: 54016 / 105000
20240728-23:30:41 training: 54272 / 105000
20240728-23:30:49 training: 54528 / 105000
20240728-23:30:57 training: 54784 / 105000
20240728-23:31:05 training: 55040 / 105000
20240728-23:31:13 training: 55296 / 105000
20240728-23:31:21 training: 55552 / 105000
20240728-23:31:29 training: 55808 / 105000
20240728-23:31:37 training: 56064 / 105000
20240728-23:31:45 training: 56320 / 105000
20240728-23:31:53 training: 56576 / 105000
20240728-23:32:01 training: 56832 / 105000
20240728-23:32:09 training: 57088 / 105000
20240728-23:32:17 training: 57344 / 105000
20240728-23:32:25 training: 57600 / 105000
20240728-23:32:33 training: 57856 / 105000
20240728-23:32:41 training: 58112 / 105000
20240728-23:32:49 training: 58368 / 105000
20240728-23:32:57 training: 58624 / 105000
20240728-23:33:05 training: 58880 / 105000
20240728-23:33:13 training: 59136 / 105000
20240728-23:33:21 training: 59392 / 105000
20240728-23:33:29 training: 59648 / 105000
20240728-23:33:37 training: 59904 / 105000
20240728-23:33:45 training: 60160 / 105000
20240728-23:33:53 training: 60416 / 105000
20240728-23:34:01 training: 60672 / 105000
20240728-23:34:09 training: 60928 / 105000
20240728-23:34:17 training: 61184 / 105000
20240728-23:34:25 training: 61440 / 105000
20240728-23:34:33 training: 61696 / 105000
20240728-23:34:41 training: 61952 / 105000
20240728-23:34:50 training: 62208 / 105000
20240728-23:34:58 training: 62464 / 105000
20240728-23:35:06 training: 62720 / 105000
20240728-23:35:14 training: 62976 / 105000
20240728-23:35:22 training: 63232 / 105000
20240728-23:35:30 training: 63488 / 105000
20240728-23:35:38 training: 63744 / 105000
20240728-23:35:46 training: 64000 / 105000
20240728-23:35:55 training: 64256 / 105000
20240728-23:36:03 training: 64512 / 105000
20240728-23:36:11 training: 64768 / 105000
20240728-23:36:19 training: 65024 / 105000
20240728-23:36:27 training: 65280 / 105000
20240728-23:36:35 training: 65536 / 105000
20240728-23:36:43 training: 65792 / 105000
20240728-23:36:51 training: 66048 / 105000
20240728-23:36:59 training: 66304 / 105000
20240728-23:37:07 training: 66560 / 105000
20240728-23:37:15 training: 66816 / 105000
20240728-23:37:23 training: 67072 / 105000
20240728-23:37:31 training: 67328 / 105000
20240728-23:37:39 training: 67584 / 105000
20240728-23:37:47 training: 67840 / 105000
20240728-23:37:55 training: 68096 / 105000
20240728-23:38:03 training: 68352 / 105000
20240728-23:38:11 training: 68608 / 105000
20240728-23:38:19 training: 68864 / 105000
20240728-23:38:27 training: 69120 / 105000
20240728-23:38:35 training: 69376 / 105000
20240728-23:38:43 training: 69632 / 105000
20240728-23:38:51 training: 69888 / 105000
20240728-23:38:59 training: 70144 / 105000
20240728-23:39:07 training: 70400 / 105000
20240728-23:39:16 training: 70656 / 105000
20240728-23:39:24 training: 70912 / 105000
20240728-23:39:32 training: 71168 / 105000
20240728-23:39:40 training: 71424 / 105000
20240728-23:39:48 training: 71680 / 105000
20240728-23:39:56 training: 71936 / 105000
20240728-23:40:04 training: 72192 / 105000
20240728-23:40:12 training: 72448 / 105000
20240728-23:40:20 training: 72704 / 105000
20240728-23:40:28 training: 72960 / 105000
20240728-23:40:36 training: 73216 / 105000
20240728-23:40:44 training: 73472 / 105000
20240728-23:40:52 training: 73728 / 105000
20240728-23:41:00 training: 73984 / 105000
20240728-23:41:08 training: 74240 / 105000
20240728-23:41:16 training: 74496 / 105000
20240728-23:41:24 training: 74752 / 105000
20240728-23:41:32 training: 75008 / 105000
20240728-23:41:40 training: 75264 / 105000
20240728-23:41:48 training: 75520 / 105000
20240728-23:41:56 training: 75776 / 105000
20240728-23:42:04 training: 76032 / 105000
20240728-23:42:12 training: 76288 / 105000
20240728-23:42:20 training: 76544 / 105000
20240728-23:42:28 training: 76800 / 105000
20240728-23:42:37 training: 77056 / 105000
20240728-23:42:44 training: 77312 / 105000
20240728-23:42:53 training: 77568 / 105000
20240728-23:43:01 training: 77824 / 105000
20240728-23:43:09 training: 78080 / 105000
20240728-23:43:17 training: 78336 / 105000
20240728-23:43:25 training: 78592 / 105000
20240728-23:43:33 training: 78848 / 105000
20240728-23:43:41 training: 79104 / 105000
20240728-23:43:48 training: 79360 / 105000
20240728-23:43:57 training: 79616 / 105000
20240728-23:44:05 training: 79872 / 105000
20240728-23:44:13 training: 80128 / 105000
20240728-23:44:21 training: 80384 / 105000
20240728-23:44:29 training: 80640 / 105000
20240728-23:44:38 training: 80896 / 105000
20240728-23:44:46 training: 81152 / 105000
20240728-23:44:54 training: 81408 / 105000
20240728-23:45:02 training: 81664 / 105000
20240728-23:45:10 training: 81920 / 105000
20240728-23:45:18 training: 82176 / 105000
20240728-23:45:26 training: 82432 / 105000
20240728-23:45:35 training: 82688 / 105000
20240728-23:45:45 training: 82944 / 105000
20240728-23:45:55 training: 83200 / 105000
20240728-23:46:04 training: 83456 / 105000
20240728-23:46:13 training: 83712 / 105000
20240728-23:46:22 training: 83968 / 105000
20240728-23:46:30 training: 84224 / 105000
20240728-23:46:39 training: 84480 / 105000
20240728-23:46:47 training: 84736 / 105000
20240728-23:46:55 training: 84992 / 105000
20240728-23:47:03 training: 85248 / 105000
20240728-23:47:11 training: 85504 / 105000
20240728-23:47:19 training: 85760 / 105000
20240728-23:47:26 training: 86016 / 105000
20240728-23:47:34 training: 86272 / 105000
20240728-23:47:42 training: 86528 / 105000
20240728-23:47:50 training: 86784 / 105000
20240728-23:47:58 training: 87040 / 105000
20240728-23:48:06 training: 87296 / 105000
20240728-23:48:14 training: 87552 / 105000
20240728-23:48:22 training: 87808 / 105000
20240728-23:48:30 training: 88064 / 105000
20240728-23:48:38 training: 88320 / 105000
20240728-23:48:46 training: 88576 / 105000
20240728-23:48:54 training: 88832 / 105000
20240728-23:49:02 training: 89088 / 105000
20240728-23:49:10 training: 89344 / 105000
20240728-23:49:18 training: 89600 / 105000
20240728-23:49:26 training: 89856 / 105000
20240728-23:49:34 training: 90112 / 105000
20240728-23:49:42 training: 90368 / 105000
20240728-23:49:50 training: 90624 / 105000
20240728-23:49:58 training: 90880 / 105000
20240728-23:50:06 training: 91136 / 105000
20240728-23:50:14 training: 91392 / 105000
20240728-23:50:22 training: 91648 / 105000
20240728-23:50:30 training: 91904 / 105000
20240728-23:50:38 training: 92160 / 105000
20240728-23:50:46 training: 92416 / 105000
20240728-23:50:54 training: 92672 / 105000
20240728-23:51:02 training: 92928 / 105000
20240728-23:51:10 training: 93184 / 105000
20240728-23:51:18 training: 93440 / 105000
20240728-23:51:26 training: 93696 / 105000
20240728-23:51:34 training: 93952 / 105000
20240728-23:51:42 training: 94208 / 105000
20240728-23:51:50 training: 94464 / 105000
20240728-23:51:58 training: 94720 / 105000
20240728-23:52:06 training: 94976 / 105000
20240728-23:52:14 training: 95232 / 105000
20240728-23:52:22 training: 95488 / 105000
20240728-23:52:30 training: 95744 / 105000
20240728-23:52:38 training: 96000 / 105000
20240728-23:52:46 training: 96256 / 105000
20240728-23:52:54 training: 96512 / 105000
20240728-23:53:02 training: 96768 / 105000
20240728-23:53:10 training: 97024 / 105000
20240728-23:53:18 training: 97280 / 105000
20240728-23:53:26 training: 97536 / 105000
20240728-23:53:34 training: 97792 / 105000
20240728-23:53:42 training: 98048 / 105000
20240728-23:53:50 training: 98304 / 105000
20240728-23:53:58 training: 98560 / 105000
20240728-23:54:06 training: 98816 / 105000
20240728-23:54:14 training: 99072 / 105000
20240728-23:54:22 training: 99328 / 105000
20240728-23:54:31 training: 99584 / 105000
20240728-23:54:38 training: 99840 / 105000
20240728-23:54:47 training: 100096 / 105000
20240728-23:54:54 training: 100352 / 105000
20240728-23:55:03 training: 100608 / 105000
20240728-23:55:10 training: 100864 / 105000
20240728-23:55:18 training: 101120 / 105000
20240728-23:55:27 training: 101376 / 105000
20240728-23:55:35 training: 101632 / 105000
20240728-23:55:43 training: 101888 / 105000
20240728-23:55:51 training: 102144 / 105000
20240728-23:55:59 training: 102400 / 105000
20240728-23:56:07 training: 102656 / 105000
20240728-23:56:15 training: 102912 / 105000
20240728-23:56:23 training: 103168 / 105000
20240728-23:56:31 training: 103424 / 105000
20240728-23:56:39 training: 103680 / 105000
20240728-23:56:47 training: 103936 / 105000
20240728-23:56:55 training: 104192 / 105000
20240728-23:57:03 training: 104448 / 105000
20240728-23:57:11 training: 104704 / 105000
20240728-23:57:18 training: 104960 / 105000
20240728-23:57:20 training: 105000 / 105000
20240728-23:57:27     total_loss: 16.8005 time: 58m 23s
20240728-23:57:27 Test Epoch: 70 ...
20240729-00:01:44     ave: 99.1333
20240729-00:01:44 Saving checkpoint: 70
20240729-00:01:44 Train Epoch: 71/75 ...
20240729-00:02:39 training: 256 / 105000
20240729-00:02:48 training: 512 / 105000
20240729-00:02:56 training: 768 / 105000
20240729-00:03:04 training: 1024 / 105000
20240729-00:03:12 training: 1280 / 105000
20240729-00:03:20 training: 1536 / 105000
20240729-00:03:28 training: 1792 / 105000
20240729-00:03:36 training: 2048 / 105000
20240729-00:03:43 training: 2304 / 105000
20240729-00:03:51 training: 2560 / 105000
20240729-00:03:59 training: 2816 / 105000
20240729-00:04:07 training: 3072 / 105000
20240729-00:04:15 training: 3328 / 105000
20240729-00:04:23 training: 3584 / 105000
20240729-00:04:31 training: 3840 / 105000
20240729-00:04:39 training: 4096 / 105000
20240729-00:04:47 training: 4352 / 105000
20240729-00:04:55 training: 4608 / 105000
20240729-00:05:03 training: 4864 / 105000
20240729-00:05:12 training: 5120 / 105000
20240729-00:05:20 training: 5376 / 105000
20240729-00:05:28 training: 5632 / 105000
20240729-00:05:36 training: 5888 / 105000
20240729-00:05:44 training: 6144 / 105000
20240729-00:05:52 training: 6400 / 105000
20240729-00:06:00 training: 6656 / 105000
20240729-00:06:08 training: 6912 / 105000
20240729-00:06:16 training: 7168 / 105000
20240729-00:06:24 training: 7424 / 105000
20240729-00:06:32 training: 7680 / 105000
20240729-00:06:40 training: 7936 / 105000
20240729-00:06:48 training: 8192 / 105000
20240729-00:06:56 training: 8448 / 105000
20240729-00:07:04 training: 8704 / 105000
20240729-00:07:12 training: 8960 / 105000
20240729-00:07:20 training: 9216 / 105000
20240729-00:07:28 training: 9472 / 105000
20240729-00:07:36 training: 9728 / 105000
20240729-00:07:44 training: 9984 / 105000
20240729-00:07:51 training: 10240 / 105000
20240729-00:07:59 training: 10496 / 105000
20240729-00:08:07 training: 10752 / 105000
20240729-00:08:15 training: 11008 / 105000
20240729-00:08:23 training: 11264 / 105000
20240729-00:08:31 training: 11520 / 105000
20240729-00:08:39 training: 11776 / 105000
20240729-00:08:47 training: 12032 / 105000
20240729-00:08:55 training: 12288 / 105000
20240729-00:09:03 training: 12544 / 105000
20240729-00:09:11 training: 12800 / 105000
20240729-00:09:19 training: 13056 / 105000
20240729-00:09:28 training: 13312 / 105000
20240729-00:09:35 training: 13568 / 105000
20240729-00:09:44 training: 13824 / 105000
20240729-00:09:51 training: 14080 / 105000
20240729-00:10:00 training: 14336 / 105000
20240729-00:10:07 training: 14592 / 105000
20240729-00:10:16 training: 14848 / 105000
20240729-00:10:24 training: 15104 / 105000
20240729-00:10:32 training: 15360 / 105000
20240729-00:10:40 training: 15616 / 105000
20240729-00:10:48 training: 15872 / 105000
20240729-00:10:56 training: 16128 / 105000
20240729-00:11:04 training: 16384 / 105000
20240729-00:11:12 training: 16640 / 105000
20240729-00:11:20 training: 16896 / 105000
20240729-00:11:28 training: 17152 / 105000
20240729-00:11:36 training: 17408 / 105000
20240729-00:11:44 training: 17664 / 105000
20240729-00:11:52 training: 17920 / 105000
20240729-00:12:00 training: 18176 / 105000
20240729-00:12:08 training: 18432 / 105000
20240729-00:12:16 training: 18688 / 105000
20240729-00:12:24 training: 18944 / 105000
20240729-00:12:31 training: 19200 / 105000
20240729-00:12:39 training: 19456 / 105000
20240729-00:12:47 training: 19712 / 105000
20240729-00:12:55 training: 19968 / 105000
20240729-00:13:03 training: 20224 / 105000
20240729-00:13:11 training: 20480 / 105000
20240729-00:13:20 training: 20736 / 105000
20240729-00:13:28 training: 20992 / 105000
20240729-00:13:38 training: 21248 / 105000
20240729-00:13:47 training: 21504 / 105000
20240729-00:13:56 training: 21760 / 105000
20240729-00:14:05 training: 22016 / 105000
20240729-00:14:15 training: 22272 / 105000
20240729-00:14:24 training: 22528 / 105000
20240729-00:14:33 training: 22784 / 105000
20240729-00:14:42 training: 23040 / 105000
20240729-00:14:51 training: 23296 / 105000
20240729-00:15:00 training: 23552 / 105000
20240729-00:15:09 training: 23808 / 105000
20240729-00:15:18 training: 24064 / 105000
20240729-00:15:28 training: 24320 / 105000
20240729-00:15:37 training: 24576 / 105000
20240729-00:15:46 training: 24832 / 105000
20240729-00:15:55 training: 25088 / 105000
20240729-00:16:04 training: 25344 / 105000
20240729-00:16:13 training: 25600 / 105000
20240729-00:16:22 training: 25856 / 105000
20240729-00:16:31 training: 26112 / 105000
20240729-00:16:40 training: 26368 / 105000
20240729-00:16:50 training: 26624 / 105000
20240729-00:16:59 training: 26880 / 105000
20240729-00:17:08 training: 27136 / 105000
20240729-00:17:17 training: 27392 / 105000
20240729-00:17:26 training: 27648 / 105000
20240729-00:17:35 training: 27904 / 105000
20240729-00:17:44 training: 28160 / 105000
20240729-00:17:53 training: 28416 / 105000
20240729-00:18:02 training: 28672 / 105000
20240729-00:18:11 training: 28928 / 105000
20240729-00:18:21 training: 29184 / 105000
20240729-00:18:29 training: 29440 / 105000
20240729-00:18:39 training: 29696 / 105000
20240729-00:18:48 training: 29952 / 105000
20240729-00:18:57 training: 30208 / 105000
20240729-00:19:06 training: 30464 / 105000
20240729-00:19:15 training: 30720 / 105000
20240729-00:19:24 training: 30976 / 105000
20240729-00:19:33 training: 31232 / 105000
20240729-00:19:42 training: 31488 / 105000
20240729-00:19:52 training: 31744 / 105000
20240729-00:20:01 training: 32000 / 105000
20240729-00:20:10 training: 32256 / 105000
20240729-00:20:19 training: 32512 / 105000
20240729-00:20:28 training: 32768 / 105000
20240729-00:20:37 training: 33024 / 105000
20240729-00:20:46 training: 33280 / 105000
20240729-00:20:55 training: 33536 / 105000
20240729-00:21:05 training: 33792 / 105000
20240729-00:21:14 training: 34048 / 105000
20240729-00:21:23 training: 34304 / 105000
20240729-00:21:32 training: 34560 / 105000
20240729-00:21:41 training: 34816 / 105000
20240729-00:21:50 training: 35072 / 105000
20240729-00:21:59 training: 35328 / 105000
20240729-00:22:08 training: 35584 / 105000
20240729-00:22:17 training: 35840 / 105000
20240729-00:22:26 training: 36096 / 105000
20240729-00:22:36 training: 36352 / 105000
20240729-00:22:45 training: 36608 / 105000
20240729-00:22:54 training: 36864 / 105000
20240729-00:23:03 training: 37120 / 105000
20240729-00:23:12 training: 37376 / 105000
20240729-00:23:21 training: 37632 / 105000
20240729-00:23:30 training: 37888 / 105000
20240729-00:23:39 training: 38144 / 105000
20240729-00:23:48 training: 38400 / 105000
20240729-00:23:57 training: 38656 / 105000
20240729-00:24:06 training: 38912 / 105000
20240729-00:24:15 training: 39168 / 105000
20240729-00:24:24 training: 39424 / 105000
20240729-00:24:33 training: 39680 / 105000
20240729-00:24:42 training: 39936 / 105000
20240729-00:24:52 training: 40192 / 105000
20240729-00:25:01 training: 40448 / 105000
20240729-00:25:10 training: 40704 / 105000
20240729-00:25:19 training: 40960 / 105000
20240729-00:25:28 training: 41216 / 105000
20240729-00:25:37 training: 41472 / 105000
20240729-00:25:47 training: 41728 / 105000
20240729-00:25:56 training: 41984 / 105000
20240729-00:26:05 training: 42240 / 105000
20240729-00:26:14 training: 42496 / 105000
20240729-00:26:23 training: 42752 / 105000
20240729-00:26:32 training: 43008 / 105000
20240729-00:26:41 training: 43264 / 105000
20240729-00:26:50 training: 43520 / 105000
20240729-00:26:59 training: 43776 / 105000
20240729-00:27:09 training: 44032 / 105000
20240729-00:27:18 training: 44288 / 105000
20240729-00:27:27 training: 44544 / 105000
20240729-00:27:36 training: 44800 / 105000
20240729-00:27:45 training: 45056 / 105000
20240729-00:27:54 training: 45312 / 105000
20240729-00:28:03 training: 45568 / 105000
20240729-00:28:13 training: 45824 / 105000
20240729-00:28:22 training: 46080 / 105000
20240729-00:28:31 training: 46336 / 105000
20240729-00:28:40 training: 46592 / 105000
20240729-00:28:49 training: 46848 / 105000
20240729-00:28:58 training: 47104 / 105000
20240729-00:29:07 training: 47360 / 105000
20240729-00:29:16 training: 47616 / 105000
20240729-00:29:25 training: 47872 / 105000
20240729-00:29:34 training: 48128 / 105000
20240729-00:29:43 training: 48384 / 105000
20240729-00:29:53 training: 48640 / 105000
20240729-00:30:02 training: 48896 / 105000
20240729-00:30:11 training: 49152 / 105000
20240729-00:30:20 training: 49408 / 105000
20240729-00:30:29 training: 49664 / 105000
20240729-00:30:38 training: 49920 / 105000
20240729-00:30:47 training: 50176 / 105000
20240729-00:30:56 training: 50432 / 105000
20240729-00:31:05 training: 50688 / 105000
20240729-00:31:14 training: 50944 / 105000
20240729-00:31:24 training: 51200 / 105000
20240729-00:31:33 training: 51456 / 105000
20240729-00:31:42 training: 51712 / 105000
20240729-00:31:51 training: 51968 / 105000
20240729-00:32:00 training: 52224 / 105000
20240729-00:32:09 training: 52480 / 105000
20240729-00:32:18 training: 52736 / 105000
20240729-00:32:27 training: 52992 / 105000
20240729-00:32:36 training: 53248 / 105000
20240729-00:32:45 training: 53504 / 105000
20240729-00:32:54 training: 53760 / 105000
20240729-00:33:03 training: 54016 / 105000
20240729-00:33:12 training: 54272 / 105000
20240729-00:33:21 training: 54528 / 105000
20240729-00:33:30 training: 54784 / 105000
20240729-00:33:39 training: 55040 / 105000
20240729-00:33:48 training: 55296 / 105000
20240729-00:33:57 training: 55552 / 105000
20240729-00:34:06 training: 55808 / 105000
20240729-00:34:15 training: 56064 / 105000
20240729-00:34:25 training: 56320 / 105000
20240729-00:34:34 training: 56576 / 105000
20240729-00:34:43 training: 56832 / 105000
20240729-00:34:52 training: 57088 / 105000
20240729-00:35:01 training: 57344 / 105000
20240729-00:35:10 training: 57600 / 105000
20240729-00:35:19 training: 57856 / 105000
20240729-00:35:28 training: 58112 / 105000
20240729-00:35:37 training: 58368 / 105000
20240729-00:35:46 training: 58624 / 105000
20240729-00:35:55 training: 58880 / 105000
20240729-00:36:05 training: 59136 / 105000
20240729-00:36:14 training: 59392 / 105000
20240729-00:36:23 training: 59648 / 105000
20240729-00:36:32 training: 59904 / 105000
20240729-00:36:41 training: 60160 / 105000
20240729-00:36:50 training: 60416 / 105000
20240729-00:36:59 training: 60672 / 105000
20240729-00:37:08 training: 60928 / 105000
20240729-00:37:17 training: 61184 / 105000
20240729-00:37:26 training: 61440 / 105000
20240729-00:37:35 training: 61696 / 105000
20240729-00:37:44 training: 61952 / 105000
20240729-00:37:53 training: 62208 / 105000
20240729-00:38:03 training: 62464 / 105000
20240729-00:38:11 training: 62720 / 105000
20240729-00:38:21 training: 62976 / 105000
20240729-00:38:32 training: 63232 / 105000
