20240728-20:07:11 Train Epoch: 69/75 ...
20240728-20:19:05 training: 22528 / 105000
20240728-20:19:13 training: 22784 / 105000
20240728-20:19:20 training: 23040 / 105000
20240728-20:19:28 training: 23296 / 105000
20240728-20:19:36 training: 23552 / 105000
20240728-20:19:44 training: 23808 / 105000
20240728-20:19:52 training: 24064 / 105000
20240728-20:19:59 training: 24320 / 105000
20240728-20:20:07 training: 24576 / 105000
20240728-20:20:15 training: 24832 / 105000
20240728-20:20:23 training: 25088 / 105000
20240728-20:20:30 training: 25344 / 105000
20240728-20:20:38 training: 25600 / 105000
20240728-20:20:46 training: 25856 / 105000
20240728-20:20:54 training: 26112 / 105000
20240728-20:21:01 training: 26368 / 105000
20240728-20:21:09 training: 26624 / 105000
20240728-20:21:17 training: 26880 / 105000
20240728-20:21:25 training: 27136 / 105000
20240728-20:21:33 training: 27392 / 105000
20240728-20:21:40 training: 27648 / 105000
20240728-20:21:48 training: 27904 / 105000
20240728-20:21:56 training: 28160 / 105000
20240728-20:22:03 training: 28416 / 105000
20240728-20:22:11 training: 28672 / 105000
20240728-20:22:19 training: 28928 / 105000
20240728-20:22:27 training: 29184 / 105000
20240728-20:22:34 training: 29440 / 105000
20240728-20:22:42 training: 29696 / 105000
20240728-20:22:50 training: 29952 / 105000
20240728-20:22:58 training: 30208 / 105000
20240728-20:23:05 training: 30464 / 105000
20240728-20:23:13 training: 30720 / 105000
20240728-20:23:21 training: 30976 / 105000
20240728-20:23:29 training: 31232 / 105000
20240728-20:23:37 training: 31488 / 105000
20240728-20:23:44 training: 31744 / 105000
20240728-20:23:52 training: 32000 / 105000
20240728-20:24:00 training: 32256 / 105000
20240728-20:24:08 training: 32512 / 105000
20240728-20:24:15 training: 32768 / 105000
20240728-20:24:23 training: 33024 / 105000
20240728-20:24:31 training: 33280 / 105000
20240728-20:24:39 training: 33536 / 105000
20240728-20:24:47 training: 33792 / 105000
20240728-20:24:54 training: 34048 / 105000
20240728-20:25:02 training: 34304 / 105000
20240728-20:25:10 training: 34560 / 105000
20240728-20:25:18 training: 34816 / 105000
20240728-20:25:26 training: 35072 / 105000
20240728-20:25:34 training: 35328 / 105000
20240728-20:25:41 training: 35584 / 105000
20240728-20:25:49 training: 35840 / 105000
20240728-20:25:57 training: 36096 / 105000
20240728-20:26:05 training: 36352 / 105000
20240728-20:26:13 training: 36608 / 105000
20240728-20:26:20 training: 36864 / 105000
20240728-20:26:28 training: 37120 / 105000
20240728-20:26:36 training: 37376 / 105000
20240728-20:26:44 training: 37632 / 105000
20240728-20:26:51 training: 37888 / 105000
20240728-20:26:59 training: 38144 / 105000
20240728-20:27:07 training: 38400 / 105000
20240728-20:27:15 training: 38656 / 105000
20240728-20:27:22 training: 38912 / 105000
20240728-20:27:30 training: 39168 / 105000
20240728-20:27:38 training: 39424 / 105000
20240728-20:27:46 training: 39680 / 105000
20240728-20:27:53 training: 39936 / 105000
20240728-20:28:01 training: 40192 / 105000
20240728-20:28:09 training: 40448 / 105000
20240728-20:28:17 training: 40704 / 105000
20240728-20:28:25 training: 40960 / 105000
20240728-20:28:32 training: 41216 / 105000
20240728-20:28:40 training: 41472 / 105000
20240728-20:28:48 training: 41728 / 105000
20240728-20:28:56 training: 41984 / 105000
20240728-20:29:03 training: 42240 / 105000
20240728-20:29:11 training: 42496 / 105000
20240728-20:29:19 training: 42752 / 105000
20240728-20:29:27 training: 43008 / 105000
20240728-20:29:35 training: 43264 / 105000
20240728-20:29:42 training: 43520 / 105000
20240728-20:29:50 training: 43776 / 105000
20240728-20:29:58 training: 44032 / 105000
20240728-20:30:06 training: 44288 / 105000
20240728-20:30:14 training: 44544 / 105000
20240728-20:30:21 training: 44800 / 105000
20240728-20:30:29 training: 45056 / 105000
20240728-20:30:37 training: 45312 / 105000
20240728-20:30:45 training: 45568 / 105000
20240728-20:30:52 training: 45824 / 105000
20240728-20:31:00 training: 46080 / 105000
20240728-20:31:08 training: 46336 / 105000
20240728-20:31:16 training: 46592 / 105000
20240728-20:31:24 training: 46848 / 105000
20240728-20:31:31 training: 47104 / 105000
20240728-20:31:39 training: 47360 / 105000
20240728-20:31:47 training: 47616 / 105000
20240728-20:31:55 training: 47872 / 105000
20240728-20:32:02 training: 48128 / 105000
20240728-20:32:10 training: 48384 / 105000
20240728-20:32:18 training: 48640 / 105000
20240728-20:32:26 training: 48896 / 105000
20240728-20:32:33 training: 49152 / 105000
20240728-20:32:41 training: 49408 / 105000
20240728-20:32:49 training: 49664 / 105000
20240728-20:32:57 training: 49920 / 105000
20240728-20:33:04 training: 50176 / 105000
20240728-20:33:12 training: 50432 / 105000
20240728-20:33:20 training: 50688 / 105000
20240728-20:33:28 training: 50944 / 105000
20240728-20:33:35 training: 51200 / 105000
20240728-20:33:43 training: 51456 / 105000
20240728-20:33:51 training: 51712 / 105000
20240728-20:33:59 training: 51968 / 105000
20240728-20:34:06 training: 52224 / 105000
20240728-20:34:14 training: 52480 / 105000
20240728-20:34:22 training: 52736 / 105000
20240728-20:34:30 training: 52992 / 105000
20240728-20:34:38 training: 53248 / 105000
20240728-20:34:45 training: 53504 / 105000
20240728-20:34:53 training: 53760 / 105000
20240728-20:35:01 training: 54016 / 105000
20240728-20:35:09 training: 54272 / 105000
20240728-20:35:17 training: 54528 / 105000
20240728-20:35:24 training: 54784 / 105000
20240728-20:35:32 training: 55040 / 105000
20240728-20:35:40 training: 55296 / 105000
20240728-20:35:48 training: 55552 / 105000
20240728-20:35:55 training: 55808 / 105000
20240728-20:36:03 training: 56064 / 105000
20240728-20:36:11 training: 56320 / 105000
20240728-20:36:19 training: 56576 / 105000
20240728-20:36:26 training: 56832 / 105000
20240728-20:36:34 training: 57088 / 105000
20240728-20:36:42 training: 57344 / 105000
20240728-20:36:50 training: 57600 / 105000
20240728-20:36:58 training: 57856 / 105000
20240728-20:37:05 training: 58112 / 105000
20240728-20:37:13 training: 58368 / 105000
20240728-20:37:21 training: 58624 / 105000
20240728-20:37:28 training: 58880 / 105000
20240728-20:37:36 training: 59136 / 105000
20240728-20:37:44 training: 59392 / 105000
20240728-20:37:52 training: 59648 / 105000
20240728-20:38:00 training: 59904 / 105000
20240728-20:38:07 training: 60160 / 105000
20240728-20:38:15 training: 60416 / 105000
20240728-20:38:23 training: 60672 / 105000
20240728-20:38:30 training: 60928 / 105000
20240728-20:38:38 training: 61184 / 105000
20240728-20:38:46 training: 61440 / 105000
20240728-20:38:54 training: 61696 / 105000
20240728-20:39:01 training: 61952 / 105000
20240728-20:39:09 training: 62208 / 105000
20240728-20:39:17 training: 62464 / 105000
20240728-20:39:25 training: 62720 / 105000
20240728-20:39:32 training: 62976 / 105000
20240728-20:39:40 training: 63232 / 105000
20240728-20:39:48 training: 63488 / 105000
20240728-20:39:56 training: 63744 / 105000
20240728-20:40:04 training: 64000 / 105000
20240728-20:40:11 training: 64256 / 105000
20240728-20:40:19 training: 64512 / 105000
20240728-20:40:27 training: 64768 / 105000
20240728-20:40:35 training: 65024 / 105000
20240728-20:40:42 training: 65280 / 105000
20240728-20:40:50 training: 65536 / 105000
20240728-20:40:58 training: 65792 / 105000
20240728-20:41:06 training: 66048 / 105000
20240728-20:41:14 training: 66304 / 105000
20240728-20:41:21 training: 66560 / 105000
20240728-20:41:29 training: 66816 / 105000
20240728-20:41:37 training: 67072 / 105000
20240728-20:41:45 training: 67328 / 105000
20240728-20:41:53 training: 67584 / 105000
20240728-20:42:00 training: 67840 / 105000
20240728-20:42:08 training: 68096 / 105000
20240728-20:42:16 training: 68352 / 105000
20240728-20:42:24 training: 68608 / 105000
20240728-20:42:31 training: 68864 / 105000
20240728-20:42:39 training: 69120 / 105000
20240728-20:42:47 training: 69376 / 105000
20240728-20:42:55 training: 69632 / 105000
20240728-20:43:02 training: 69888 / 105000
20240728-20:43:10 training: 70144 / 105000
20240728-20:43:18 training: 70400 / 105000
20240728-20:43:26 training: 70656 / 105000
20240728-20:43:33 training: 70912 / 105000
20240728-20:43:41 training: 71168 / 105000
20240728-20:43:49 training: 71424 / 105000
20240728-20:43:57 training: 71680 / 105000
20240728-20:44:04 training: 71936 / 105000
20240728-20:44:12 training: 72192 / 105000
20240728-20:44:20 training: 72448 / 105000
20240728-20:44:28 training: 72704 / 105000
20240728-20:44:35 training: 72960 / 105000
20240728-20:44:43 training: 73216 / 105000
20240728-20:44:51 training: 73472 / 105000
20240728-20:44:59 training: 73728 / 105000
20240728-20:45:06 training: 73984 / 105000
20240728-20:45:14 training: 74240 / 105000
20240728-20:45:22 training: 74496 / 105000
20240728-20:45:30 training: 74752 / 105000
20240728-20:45:37 training: 75008 / 105000
20240728-20:45:45 training: 75264 / 105000
20240728-20:45:53 training: 75520 / 105000
20240728-20:46:01 training: 75776 / 105000
20240728-20:46:09 training: 76032 / 105000
20240728-20:46:16 training: 76288 / 105000
20240728-20:46:24 training: 76544 / 105000
20240728-20:46:32 training: 76800 / 105000
20240728-20:46:40 training: 77056 / 105000
20240728-20:46:47 training: 77312 / 105000
20240728-20:46:55 training: 77568 / 105000
20240728-20:47:03 training: 77824 / 105000
20240728-20:47:11 training: 78080 / 105000
20240728-20:47:18 training: 78336 / 105000
20240728-20:47:26 training: 78592 / 105000
20240728-20:47:34 training: 78848 / 105000
20240728-20:47:42 training: 79104 / 105000
20240728-20:47:49 training: 79360 / 105000
20240728-20:47:57 training: 79616 / 105000
20240728-20:48:05 training: 79872 / 105000
20240728-20:48:13 training: 80128 / 105000
20240728-20:48:20 training: 80384 / 105000
20240728-20:48:28 training: 80640 / 105000
20240728-20:48:36 training: 80896 / 105000
20240728-20:48:44 training: 81152 / 105000
20240728-20:48:51 training: 81408 / 105000
20240728-20:48:59 training: 81664 / 105000
20240728-20:49:07 training: 81920 / 105000
20240728-20:49:14 training: 82176 / 105000
20240728-20:49:22 training: 82432 / 105000
20240728-20:49:30 training: 82688 / 105000
20240728-20:49:38 training: 82944 / 105000
20240728-20:49:45 training: 83200 / 105000
20240728-20:49:53 training: 83456 / 105000
20240728-20:50:01 training: 83712 / 105000
20240728-20:50:09 training: 83968 / 105000
20240728-20:50:17 training: 84224 / 105000
20240728-20:50:24 training: 84480 / 105000
20240728-20:50:32 training: 84736 / 105000
20240728-20:50:40 training: 84992 / 105000
20240728-20:50:47 training: 85248 / 105000
20240728-20:50:55 training: 85504 / 105000
20240728-20:51:03 training: 85760 / 105000
20240728-20:51:11 training: 86016 / 105000
20240728-20:51:19 training: 86272 / 105000
20240728-20:51:26 training: 86528 / 105000
20240728-20:51:34 training: 86784 / 105000
20240728-20:51:42 training: 87040 / 105000
20240728-20:51:49 training: 87296 / 105000
20240728-20:51:57 training: 87552 / 105000
20240728-20:52:05 training: 87808 / 105000
20240728-20:52:13 training: 88064 / 105000
20240728-20:52:20 training: 88320 / 105000
20240728-20:52:28 training: 88576 / 105000
20240728-20:52:36 training: 88832 / 105000
20240728-20:52:44 training: 89088 / 105000
20240728-20:52:51 training: 89344 / 105000
20240728-20:52:59 training: 89600 / 105000
20240728-20:53:07 training: 89856 / 105000
20240728-20:53:15 training: 90112 / 105000
20240728-20:53:22 training: 90368 / 105000
20240728-20:53:30 training: 90624 / 105000
20240728-20:53:38 training: 90880 / 105000
20240728-20:53:46 training: 91136 / 105000
20240728-20:53:54 training: 91392 / 105000
20240728-20:54:01 training: 91648 / 105000
20240728-20:54:09 training: 91904 / 105000
20240728-20:54:17 training: 92160 / 105000
20240728-20:54:25 training: 92416 / 105000
20240728-20:54:33 training: 92672 / 105000
20240728-20:54:41 training: 92928 / 105000
20240728-20:54:48 training: 93184 / 105000
20240728-20:54:56 training: 93440 / 105000
20240728-20:55:04 training: 93696 / 105000
20240728-20:55:12 training: 93952 / 105000
20240728-20:55:20 training: 94208 / 105000
20240728-20:55:27 training: 94464 / 105000
20240728-20:55:35 training: 94720 / 105000
20240728-20:55:43 training: 94976 / 105000
20240728-20:55:51 training: 95232 / 105000
20240728-20:55:58 training: 95488 / 105000
20240728-20:56:06 training: 95744 / 105000
20240728-20:56:14 training: 96000 / 105000
20240728-20:56:22 training: 96256 / 105000
20240728-20:56:30 training: 96512 / 105000
20240728-20:56:37 training: 96768 / 105000
20240728-20:56:45 training: 97024 / 105000
20240728-20:56:53 training: 97280 / 105000
20240728-20:57:01 training: 97536 / 105000
20240728-20:57:09 training: 97792 / 105000
20240728-20:57:16 training: 98048 / 105000
20240728-20:57:24 training: 98304 / 105000
20240728-20:57:32 training: 98560 / 105000
20240728-20:57:40 training: 98816 / 105000
20240728-20:57:47 training: 99072 / 105000
20240728-20:57:55 training: 99328 / 105000
20240728-20:58:03 training: 99584 / 105000
20240728-20:58:11 training: 99840 / 105000
20240728-20:58:18 training: 100096 / 105000
20240728-20:58:26 training: 100352 / 105000
20240728-20:58:34 training: 100608 / 105000
20240728-20:58:42 training: 100864 / 105000
20240728-20:58:50 training: 101120 / 105000
20240728-20:58:58 training: 101376 / 105000
20240728-20:59:06 training: 101632 / 105000
20240728-20:59:14 training: 101888 / 105000
20240728-20:59:22 training: 102144 / 105000
20240728-20:59:29 training: 102400 / 105000
20240728-20:59:37 training: 102656 / 105000
20240728-20:59:45 training: 102912 / 105000
20240728-20:59:53 training: 103168 / 105000
20240728-21:00:01 training: 103424 / 105000
20240728-21:00:09 training: 103680 / 105000
20240728-21:00:17 training: 103936 / 105000
20240728-21:00:24 training: 104192 / 105000
20240728-21:00:32 training: 104448 / 105000
20240728-21:00:40 training: 104704 / 105000
20240728-21:00:48 training: 104960 / 105000
20240728-21:00:49 training: 105000 / 105000
20240728-21:00:51     total_loss: 16.9839 time: 53m 40s
20240728-21:00:51 Test Epoch: 69 ...
20240728-21:03:59     ave: 99.1667
20240728-21:03:59 Saving checkpoint: 69
20240728-21:03:59 Train Epoch: 70/75 ...
20240728-21:04:22 training: 256 / 105000
20240728-21:04:30 training: 512 / 105000
20240728-21:04:38 training: 768 / 105000
20240728-21:04:46 training: 1024 / 105000
20240728-21:04:54 training: 1280 / 105000
20240728-21:05:01 training: 1536 / 105000
20240728-21:05:09 training: 1792 / 105000
20240728-21:05:17 training: 2048 / 105000
20240728-21:05:25 training: 2304 / 105000
20240728-21:05:33 training: 2560 / 105000
20240728-21:05:45 training: 2816 / 105000
ssh -p 16990 root@connect.cqa1.seetacloud.com
OB2Zjz177WO7
